Estimate ID,Estimate Date,Estimate Number,Status,Customer ID,Due Date,Sub Total (BCY),Total (BCY),Adjustment (BCY),Sales Person ID,Last Modified Time,Created Time,Discount (%),Purchase Order#,Currency Code,Exchange Rate,CRM Reference ID
4198696000015453007,11 Jan 2025,EST-000116,draft,4198696000001257097,,"CRC 34,867.26",CRC 39.40K,CRC 0.00,4198696000011833049,2025-01-11 10:16:31,2025-01-11 10:16:31,CRC 0.00,,CRC,CRC 1.00,
4198696000015453023,11 Jan 2025,EST-000117,draft,4198696000001257097,,"CRC 34,247.79",CRC 38.70K,CRC 0.00,4198696000011833049,2025-01-11 10:17:34,2025-01-11 10:17:34,CRC 0.00,,CRC,CRC 1.00,
4198696000015657223,15 Jan 2025,EST-000118,draft,4198696000000917003,,"CRC 178,495.59",CRC 201.70K,CRC 0.00,4198696000011833049,2025-01-15 11:25:58,2025-01-15 11:25:58,CRC 0.00,,CRC,CRC 1.00,
4198696000015664319,15 Jan 2025,EST-000119,draft,4198696000000917003,,"CRC 648,318.58",CRC 732.60K,CRC 0.00,4198696000005969207,2025-01-15 11:27:12,2025-01-15 11:27:12,CRC 0.00,,CRC,CRC 1.00,
4198696000015664342,15 Jan 2025,EST-000120,draft,4198696000000917003,,"CRC 596,453.10",CRC 673.99K,CRC 0.00,4198696000005969207,2025-01-15 11:27:48,2025-01-15 11:27:48,CRC 0.00,,CRC,CRC 1.00,
4198696000015664488,15 Jan 2025,EST-000121,invoiced,4198696000000917003,,"CRC 166,283.17",CRC 187.90K,CRC 0.00,4198696000005969207,2025-01-24 09:48:24,2025-01-15 17:10:29,CRC 0.00,,CRC,CRC 1.00,
4198696000016040045,20 Jan 2025,EST-000122,draft,4198696000015527843,,"CRC 55,132.74",CRC 62.30K,CRC 0.00,4198696000011833049,2025-01-20 14:33:36,2025-01-20 14:33:36,CRC 0.00,,CRC,CRC 1.00,
4198696000016240001,22 Jan 2025,EST-000123,sent,4198696000015404531,,"CRC 88,987.61",CRC 100.56K,CRC 0.00,4198696000005969207,2025-01-22 11:28:27,2025-01-22 11:28:22,CRC 0.00,,CRC,CRC 1.00,
4198696000016290001,22 Jan 2025,EST-000124,draft,4198696000016261079,,"CRC 129,207.07",CRC 146.00K,CRC 0.00,4198696000011833049,2025-01-23 10:11:44,2025-01-22 14:52:22,CRC 0.00,,CRC,CRC 1.00,
4198696000016273029,22 Jan 2025,EST-000125,sent,4198696000015404531,,"CRC 74,576.99",CRC 84.27K,CRC 0.00,4198696000005969207,2025-01-22 15:46:26,2025-01-22 15:46:24,CRC 0.00,,CRC,CRC 1.00,
4198696000016290049,22 Jan 2025,EST-000126,draft,4198696000000917003,,"CRC 73,274.34",CRC 82.80K,CRC 0.00,4198696000011833049,2025-01-22 16:52:55,2025-01-22 16:52:55,CRC 0.00,,CRC,CRC 1.00,
4198696000016337118,23 Jan 2025,EST-000129,draft,4198696000000917003,,"CRC 64,690.27",CRC 73.10K,CRC 0.00,4198696000012157362,2025-01-23 12:39:29,2025-01-23 12:39:29,CRC 0.00,,CRC,CRC 1.00,
4198696000016337131,23 Jan 2025,EST-000130,draft,4198696000000917003,,"CRC 169,823.01",CRC 191.90K,CRC 0.00,4198696000012157362,2025-01-23 14:09:55,2025-01-23 14:09:55,CRC 0.00,,CRC,CRC 1.00,
4198696000016321041,23 Jan 2025,EST-000127,invoiced,4198696000001739224,,"CRC 44,247.78",CRC 50.00K,CRC 0.00,4198696000000396009,2025-01-27 17:59:21,2025-01-23 09:50:47,CRC 0.00,,CRC,CRC 1.00,
4198696000016340023,23 Jan 2025,EST-000128,sent,4198696000015404531,,"CRC 207,854.86",CRC 234.88K,CRC 0.00,4198696000005969207,2025-01-23 10:58:26,2025-01-23 10:58:14,CRC 0.00,,CRC,CRC 1.00,
4198696000016383241,24 Jan 2025,EST-000131,invoiced,4198696000016383217,,"CRC 26,725.66",CRC 30.20K,CRC 0.00,4198696000007629241,2025-01-24 09:38:09,2025-01-24 09:37:10,CRC 0.00,,CRC,CRC 1.00,
4198696000016481003,25 Jan 2025,EST-000132,draft,4198696000016261079,,"CRC 112,923.89",CRC 127.60K,CRC 0.00,4198696000011833049,2025-01-27 11:51:01,2025-01-25 09:06:51,CRC 0.00,,CRC,CRC 1.00,
4198696000016585021,27 Jan 2025,EST-000133,invoiced,4198696000016585001,27 Jan 2025,"CRC 78,938.05",CRC 89.20K,CRC 0.00,4198696000007629241,2025-01-27 15:19:06,2025-01-27 09:11:21,CRC 0.00,,CRC,CRC 1.00,
4198696000016601067,27 Jan 2025,EST-000134,draft,4198696000000917003,,"CRC 2,212.39",CRC 2.50K,CRC 0.00,4198696000000202015,2025-01-27 17:27:00,2025-01-27 17:27:00,CRC 0.00,,CRC,CRC 1.00,
4198696000016601080,27 Jan 2025,EST-000135,invoiced,4198696000000917003,,"CRC 45,486.73",CRC 51.40K,CRC 0.00,4198696000012157362,2025-01-27 17:28:43,2025-01-27 17:28:12,CRC 0.00,,CRC,CRC 1.00,
4198696000016862154,29 Jan 2025,EST-000136,invoiced,4198696000011363368,,"CRC 228,371.68",CRC 258.06K,CRC 0.00,4198696000005969207,2025-01-30 09:19:37,2025-01-29 17:50:13,CRC 0.00,,CRC,CRC 1.00,
4198696000016960249,30 Jan 2025,EST-000139,invoiced,4198696000012915063,02 Feb 2025,"CRC 325,663.72",CRC 368.00K,CRC 0.00,4198696000007629241,2025-01-30 13:00:42,2025-01-30 12:45:36,CRC 0.00,,CRC,CRC 1.00,
4198696000016963117,30 Jan 2025,EST-000137,sent,4198696000015404531,,"CRC 102,746.91",CRC 116.10K,CRC 0.00,4198696000005969207,2025-01-30 12:42:03,2025-01-30 12:42:00,CRC 0.00,,CRC,CRC 1.00,
4198696000016963155,30 Jan 2025,EST-000138,sent,4198696000015404531,,"CRC 101,444.25",CRC 114.63K,CRC 0.00,4198696000005969207,2025-01-30 12:43:05,2025-01-30 12:43:03,CRC 0.00,,CRC,CRC 1.00,
4198696000016963197,30 Jan 2025,EST-000140,draft,4198696000000917003,,"CRC 69,026.55",CRC 78.00K,CRC 0.00,4198696000000396023,2025-01-30 12:50:47,2025-01-30 12:50:47,CRC 0.00,,CRC,CRC 1.00,
4198696000016963212,30 Jan 2025,EST-000141,invoiced,4198696000015404531,,"CRC 45,918.58",CRC 51.89K,CRC 0.00,4198696000005969207,2025-01-30 14:41:57,2025-01-30 14:27:35,CRC 0.00,,CRC,CRC 1.00,
4198696000016946239,31 Jan 2025,EST-000142,draft,4198696000016261079,,"CRC 37,044.25",CRC 41.86K,CRC 0.00,4198696000011833049,2025-02-03 13:30:41,2025-01-31 11:33:23,CRC 0.00,,CRC,CRC 1.00,
4198696000017011144,01 Feb 2025,EST-000144,invoiced,4198696000012915063,01 Feb 2025,"CRC 81,079.64",CRC 91.62K,CRC 0.00,4198696000007629241,2025-02-01 09:27:41,2025-01-31 17:39:34,CRC 0.00,,CRC,CRC 1.00,
4198696000016946310,30 Jan 2025,EST-000143,draft,4198696000000917003,,"CRC 36,460.19",CRC 41.20K,CRC 0.00,,2025-01-31 14:27:19,2025-01-31 14:27:19,CRC 0.00,,CRC,CRC 1.00,
4198696000017073173,03 Feb 2025,EST-000145,invoiced,4198696000015404531,,"CRC 138,732.73",CRC 156.77K,CRC 0.00,4198696000005969207,2025-02-04 10:53:28,2025-02-03 17:03:47,CRC 0.00,,CRC,CRC 1.00,
4198696000017206076,04 Feb 2025,EST-000146,draft,4198696000000917003,,"CRC 138,672.56",CRC 156.70K,CRC 0.00,4198696000011833049,2025-02-04 13:46:47,2025-02-04 13:46:47,CRC 0.00,,CRC,CRC 1.00,
4198696000017354001,05 Feb 2025,EST-000147,draft,4198696000017353003,,"CRC 11,858.41",CRC 13.40K,CRC 0.00,4198696000000202015,2025-02-05 09:43:36,2025-02-05 09:43:36,CRC 0.00,,CRC,CRC 1.00,
4198696000017640133,07 Feb 2025,EST-000148,draft,4198696000016261079,,"CRC 87,964.64",CRC 99.40K,CRC 0.00,4198696000011833049,2025-02-12 12:55:45,2025-02-07 12:54:17,CRC 0.00,,CRC,CRC 1.00,
4198696000017956001,12 Feb 2025,EST-000149,sent,4198696000000917003,12 Feb 2025,"CRC 1,284,247.77","CRC 1,451.20K",CRC 0.00,4198696000012935046,2025-02-12 10:27:06,2025-02-12 09:51:32,CRC 0.00,,CRC,CRC 1.00,
4198696000017975196,11 Feb 2025,EST-000150,draft,4198696000015399328,,"CRC 63,614.16",CRC 71.88K,CRC 0.00,4198696000011833049,2025-02-14 14:30:00,2025-02-12 12:04:47,CRC 0.00,,CRC,CRC 1.00,
4198696000017975312,12 Feb 2025,EST-000151,draft,4198696000001686256,,"CRC 56,746.01",CRC 63.67K,CRC 0.00,4198696000011833049,2025-02-12 13:58:06,2025-02-12 13:58:06,CRC 0.00,,CRC,CRC 1.00,
4198696000018050013,13 Feb 2025,EST-000152,sent,4198696000000917003,,"CRC 215,426.55",CRC 243.43K,CRC 0.00,4198696000012935046,2025-02-13 12:30:08,2025-02-13 12:30:04,CRC 0.00,,CRC,CRC 1.00,
4198696000018147543,14 Feb 2025,EST-000153,draft,4198696000001138001,16 Feb 2025,"CRC 56,991.16",CRC 64.40K,CRC 0.00,4198696000017624508,2025-02-14 17:26:58,2025-02-14 17:26:58,CRC 0.00,,CRC,CRC 1.00,
4198696000018417016,19 Feb 2025,EST-000154,invoiced,4198696000012665245,04 Mar 2025,"CRC 69,253.10",CRC 78.26K,CRC 0.00,4198696000017624508,2025-02-20 13:41:16,2025-02-20 10:34:37,CRC 0.00,,CRC,CRC 1.00,
4198696000018507269,20 Feb 2025,EST-000155,invoiced,4198696000018507245,,"CRC 19,292.04",CRC 21.80K,CRC 0.00,4198696000000396009,2025-02-21 09:13:52,2025-02-20 16:41:48,CRC 0.00,,CRC,CRC 1.00,
4198696000018544370,22 Feb 2025,EST-000156,draft,4198696000017669115,28 Mar 2025,"CRC 201,341.60",CRC 227.52K,CRC 0.00,4198696000007629241,2025-02-27 10:21:06,2025-02-22 11:44:50,CRC 0.00,,CRC,CRC 1.00,
4198696000018632007,24 Feb 2025,EST-000157,draft,4198696000000917003,,"CRC 50,530.97",CRC 57.10K,CRC 0.00,4198696000011833049,2025-02-24 10:43:16,2025-02-24 10:43:16,CRC 0.00,,CRC,CRC 1.00,
4198696000018632066,24 Feb 2025,EST-000158,draft,4198696000000917003,,"CRC 201,982.30",CRC 228.24K,CRC 0.00,4198696000011833049,2025-02-24 12:47:08,2025-02-24 12:47:08,CRC 0.00,,CRC,CRC 1.00,
4198696000018755019,26 Feb 2025,EST-000159,invoiced,4198696000004545669,,"CRC 98,350.45",CRC 111.14K,CRC 0.00,4198696000000396009,2025-02-26 10:01:52,2025-02-26 09:30:52,CRC 0.00,,CRC,CRC 1.00,
4198696000018772825,26 Feb 2025,EST-000160,invoiced,4198696000017669115,28 Feb 2025,"CRC 158,761.05",CRC 179.40K,CRC 0.00,4198696000007629241,2025-02-27 09:40:33,2025-02-26 17:35:47,CRC 0.00,,CRC,CRC 1.00,
4198696000018801041,26 Feb 2025,EST-000161,draft,4198696000018727235,,"CRC 8,681.42",CRC 9.81K,CRC 0.00,4198696000011833049,2025-03-03 12:04:28,2025-02-27 09:40:15,CRC 0.00,,CRC,CRC 1.00,
4198696000018869041,27 Feb 2025,EST-000162,draft,4198696000016261079,,"CRC 82,718.59",CRC 93.47K,CRC 0.00,4198696000011833049,2025-02-28 16:10:10,2025-02-28 10:32:46,CRC 0.00,,CRC,CRC 1.00,
4198696000018899579,28 Feb 2025,EST-000163,draft,4198696000000917003,,"CRC 44,247.78",CRC 50.00K,CRC 0.00,4198696000011833049,2025-02-28 16:08:39,2025-02-28 16:02:30,CRC 0.00,,CRC,CRC 1.00,
4198696000018899657,28 Feb 2025,EST-000164,draft,4198696000016261079,,"CRC 103,398.23",CRC 116.84K,CRC 0.00,4198696000011833049,2025-02-28 16:12:48,2025-02-28 16:12:48,CRC 0.00,,CRC,CRC 1.00,
4198696000018916008,28 Feb 2025,EST-000165,invoiced,4198696000013326508,03 Mar 2025,"CRC 112,679.64",CRC 127.33K,CRC 0.00,4198696000007629241,2025-03-01 09:57:49,2025-02-28 17:07:32,CRC 0.00,,CRC,CRC 1.00,
4198696000019038041,04 Mar 2025,EST-000166,draft,4198696000016261079,,"CRC 77,019.47",CRC 87.03K,CRC 0.00,4198696000011833049,2025-03-04 18:02:35,2025-03-04 15:46:23,CRC 0.00,,CRC,CRC 1.00,
4198696000019041115,04 Mar 2025,EST-000167,sent,4198696000012521374,,"CRC 35,486.72",CRC 40.10K,CRC 0.00,4198696000012935046,2025-03-04 15:47:35,2025-03-04 15:47:29,CRC 0.00,,CRC,CRC 1.00,
4198696000019041334,05 Mar 2025,EST-000169,draft,4198696000019019543,,"CRC 150,442.49",CRC 170.00K,CRC 0.00,4198696000012935046,2025-03-05 12:08:24,2025-03-05 12:08:24,CRC 0.00,,CRC,CRC 1.00,
4198696000019044153,05 Mar 2025,EST-000168,draft,4198696000000917003,13 Mar 2025,"CRC 24,778.76",CRC 28.00K,CRC 0.00,4198696000016497038,2025-03-05 11:26:29,2025-03-05 11:26:29,CRC 0.00,,CRC,CRC 1.00,
4198696000019143089,06 Mar 2025,EST-000170,draft,4198696000014922046,07 Mar 2025,"CRC 54,670.79",CRC 61.78K,CRC 0.00,4198696000007629241,2025-03-06 10:21:19,2025-03-06 10:16:18,CRC 0.00,,CRC,CRC 1.00,
4198696000019138041,06 Mar 2025,EST-000172,sent,4198696000019138001,,"CRC 177,787.61",CRC 200.90K,CRC 0.00,4198696000000396009,2025-03-06 11:54:05,2025-03-06 10:48:04,CRC 0.00,,CRC,CRC 1.00,
4198696000019141029,06 Mar 2025,EST-000173,draft,4198696000000917003,,"CRC 138,849.57",CRC 156.90K,CRC 0.00,4198696000017624508,2025-03-06 11:53:12,2025-03-06 11:19:02,CRC 0.00,,CRC,CRC 1.00,
4198696000019146033,06 Mar 2025,EST-000174,draft,4198696000000917003,,"CRC 304,336.28",CRC 343.90K,CRC 0.00,4198696000000202015,2025-03-06 13:02:53,2025-03-06 13:02:53,CRC 0.00,,CRC,CRC 1.00,
4198696000019159015,06 Mar 2025,EST-000171,sent,4198696000018934307,,"CRC 7,646.02",CRC 8.64K,CRC 0.00,4198696000019155248,2025-04-01 13:06:12,2025-03-06 10:48:03,CRC 0.00,,CRC,CRC 1.00,
4198696000019146119,06 Mar 2025,EST-000175,sent,4198696000000917003,,"CRC 84,778.76",CRC 95.80K,CRC 0.00,4198696000000202015,2025-03-06 16:37:54,2025-03-06 16:32:41,CRC 0.00,,CRC,CRC 1.00,
4198696000019236069,07 Mar 2025,EST-000177,invoiced,4198696000019243784,,"CRC 34,513.27",CRC 39.00K,CRC 0.00,4198696000012157362,2025-03-11 08:46:37,2025-03-07 16:34:02,CRC 0.00,,CRC,CRC 1.00,
4198696000019228031,07 Mar 2025,EST-000176,draft,4198696000019197299,,"CRC 22,123.90",CRC 25.00K,CRC 0.00,4198696000011833049,2025-03-07 12:33:49,2025-03-07 12:33:49,CRC 0.00,,CRC,CRC 1.00,
4198696000019388052,10 Mar 2025,EST-000178,invoiced,4198696000014922046,,"CRC 172,601.75",CRC 195.04K,CRC 0.00,4198696000007629241,2025-03-10 12:29:55,2025-03-10 12:19:01,CRC 0.00,,CRC,CRC 1.00,
4198696000019481007,11 Mar 2025,EST-000179,draft,4198696000015399328,,"CRC 81,415.93",CRC 92.00K,CRC 0.00,4198696000011833049,2025-03-11 09:04:59,2025-03-11 09:04:59,CRC 0.00,,CRC,CRC 1.00,
4198696000019548011,11 Mar 2025,EST-000180,draft,4198696000015404531,31 Mar 2025,"CRC 36,881.42",CRC 41.68K,CRC 0.00,4198696000007629241,2025-03-12 09:48:31,2025-03-11 13:21:17,CRC 0.00,,CRC,CRC 1.00,
4198696000019527031,11 Mar 2025,EST-000181,draft,4198696000018727235,,"CRC 47,787.61",CRC 54.00K,CRC 0.00,4198696000011833049,2025-03-11 15:26:55,2025-03-11 15:26:55,CRC 0.00,,CRC,CRC 1.00,
4198696000019527056,11 Mar 2025,EST-000182,draft,4198696000008000900,,"CRC 21,415.92",CRC 24.20K,CRC 0.00,4198696000011833049,2025-04-05 11:01:28,2025-03-11 16:02:06,CRC 0.00,,CRC,CRC 1.00,
4198696000019715005,12 Mar 2025,EST-000183,invoiced,4198696000018645616,15 Mar 2025,"CRC 51,946.90",CRC 58.70K,CRC 0.00,4198696000007629241,2025-03-12 15:10:53,2025-03-12 15:06:05,CRC 0.00,,CRC,CRC 1.00,
4198696000019734053,13 Mar 2025,EST-000184,draft,4198696000019764410,15 Mar 2025,"CRC 78,584.07",CRC 88.80K,CRC 0.00,4198696000017624508,2025-03-13 11:30:46,2025-03-13 11:30:46,CRC 0.00,,CRC,CRC 1.00,
4198696000019736051,13 Mar 2025,EST-000185,draft,4198696000012380179,,"CRC 159,469.03",CRC 180.20K,CRC 0.00,4198696000012157362,2025-03-13 13:31:45,2025-03-13 13:31:45,CRC 0.00,,CRC,CRC 1.00,
4198696000019736076,13 Mar 2025,EST-000186,sent,4198696000012380179,,"CRC 191,946.91",CRC 216.90K,CRC 0.00,4198696000012157362,2025-03-13 13:35:25,2025-03-13 13:35:20,CRC 0.00,,CRC,CRC 1.00,
4198696000019835108,14 Mar 2025,EST-000188,draft,4198696000011834747,,"CRC 31,769.91",CRC 35.90K,CRC 0.00,4198696000011833049,2025-03-14 16:06:47,2025-03-14 16:06:47,CRC 0.00,,CRC,CRC 1.00,
4198696000019794009,14 Mar 2025,EST-000187,invoiced,4198696000019830001,,"CRC 73,539.83",CRC 83.10K,CRC 0.00,4198696000012935046,2025-03-17 12:12:50,2025-03-14 09:28:04,CRC 0.00,,CRC,CRC 1.00,
4198696000019789114,14 Mar 2025,EST-000189,draft,4198696000019853598,,"CRC 36,283.19",CRC 41.00K,CRC 0.00,4198696000017624508,2025-03-14 17:51:57,2025-03-14 17:51:57,CRC 0.00,,CRC,CRC 1.00,
4198696000019838206,17 Mar 2025,EST-000190,draft,4198696000019860775,29 Mar 2025,"CRC 140,707.96",CRC 159.00K,CRC 0.00,4198696000007629241,2025-03-17 10:02:42,2025-03-17 10:02:42,CRC 0.00,,CRC,CRC 1.00,
4198696000019838289,17 Mar 2025,EST-000191,invoiced,4198696000019860858,27 Mar 2025,"CRC 63,053.10",CRC 71.25K,CRC 0.00,4198696000007629241,2025-03-17 13:28:10,2025-03-17 13:23:41,CRC 0.00,,CRC,CRC 1.00,
4198696000019838411,17 Mar 2025,EST-000192,draft,4198696000018727235,,"CRC 73,513.27",CRC 83.07K,CRC 0.00,4198696000011833049,2025-03-18 12:29:06,2025-03-17 16:55:24,CRC 0.00,,CRC,CRC 1.00,
4198696000019838433,17 Mar 2025,EST-000193,draft,4198696000011840001,22 Mar 2025,"CRC 23,008.85",CRC 26.00K,CRC 0.00,4198696000007629241,2025-03-17 16:58:59,2025-03-17 16:58:59,CRC 0.00,,CRC,CRC 1.00,
4198696000020004053,19 Mar 2025,EST-000201,sent,4198696000020046248,,"CRC 60,530.97",CRC 68.40K,CRC 0.00,4198696000012157362,2025-03-19 16:33:47,2025-03-19 16:33:42,CRC 0.00,,CRC,CRC 1.00,
4198696000020016080,19 Mar 2025,EST-000200,draft,4198696000020012420,,"CRC 168,584.07",CRC 190.50K,CRC 0.00,4198696000017624508,2025-03-19 15:53:21,2025-03-19 15:53:21,CRC 0.00,,CRC,CRC 1.00,
4198696000020039029,19 Mar 2025,EST-000199,draft,4198696000018727235,,"CRC 14,575.22",CRC 16.47K,CRC 0.00,4198696000011833049,2025-03-19 15:30:58,2025-03-19 15:30:58,CRC 0.00,,CRC,CRC 1.00,
4198696000019881175,18 Mar 2025,EST-000195,invoiced,4198696000018645616,29 Mar 2025,"CRC 32,566.38",CRC 36.80K,CRC 0.00,4198696000007629241,2025-03-18 16:14:16,2025-03-18 16:05:39,CRC 0.00,,CRC,CRC 1.00,
4198696000019888216,18 Mar 2025,EST-000194,sent,4198696000000917003,31 Mar 2025,"CRC 4,988,938.03","CRC 5,637.50K",CRC 0.00,4198696000000396009,2025-03-18 14:35:25,2025-03-18 14:35:17,CRC 0.00,,CRC,CRC 1.00,
4198696000019969008,19 Mar 2025,EST-000197,invoiced,4198696000001481001,,"CRC 144,920.35",CRC 163.76K,CRC 0.00,4198696000000396009,2025-03-19 11:53:20,2025-03-19 09:44:12,CRC 0.00,,CRC,CRC 1.00,
4198696000019969047,19 Mar 2025,EST-000198,invoiced,4198696000004545669,,"CRC 164,460.19",CRC 185.84K,CRC 0.00,4198696000000396009,2025-03-19 10:15:46,2025-03-19 10:15:23,CRC 0.00,,CRC,CRC 1.00,
4198696000019979027,19 Mar 2025,EST-000196,sent,4198696000000633023,30 Mar 2025,"CRC 3,982.30",CRC 4.50K,CRC 0.00,4198696000000396017,2025-03-19 10:01:14,2025-03-19 09:18:00,CRC 0.00,,CRC,CRC 1.00,
4198696000020057276,20 Mar 2025,EST-000204,draft,4198696000017064590,27 Mar 2025,"CRC 30,775.22",CRC 34.78K,CRC 0.00,4198696000007629241,2025-03-20 17:17:10,2025-03-20 17:17:10,CRC 0.00,,CRC,CRC 1.00,
4198696000020057054,20 Mar 2025,EST-000202,invoiced,4198696000017669115,31 Mar 2025,"CRC 18,807.08",CRC 21.25K,CRC 0.00,4198696000007629241,2025-03-20 12:30:46,2025-03-20 11:06:14,CRC 0.00,,CRC,CRC 1.00,
4198696000020144083,21 Mar 2025,EST-000209,draft,4198696000018727235,,"CRC 39,823.00",CRC 45.00K,CRC 0.00,4198696000011833049,2025-03-21 16:46:39,2025-03-21 16:46:39,CRC 0.00,,CRC,CRC 1.00,
4198696000020057160,20 Mar 2025,EST-000203,invoiced,4198696000016802162,27 Mar 2025,"CRC 76,938.05",CRC 86.94K,CRC 0.00,4198696000007629241,2025-03-20 17:23:08,2025-03-20 14:18:31,CRC 0.00,,CRC,CRC 1.00,
4198696000020128025,21 Mar 2025,EST-000205,invoiced,4198696000020118378,30 Mar 2025,"CRC 52,106.20",CRC 58.88K,CRC 0.00,4198696000007629241,2025-03-21 10:25:56,2025-03-21 09:21:27,CRC 0.00,,CRC,CRC 1.00,
4198696000020128043,21 Mar 2025,EST-000206,invoiced,4198696000012915063,31 Mar 2025,"CRC 220,141.59",CRC 248.76K,CRC 0.00,4198696000007629241,2025-03-21 10:59:50,2025-03-21 09:25:26,CRC 0.00,,CRC,CRC 1.00,
4198696000020128073,21 Mar 2025,EST-000207,draft,4198696000014922046,31 Mar 2025,"CRC 66,923.90",CRC 75.62K,CRC 0.00,4198696000007629241,2025-03-21 09:39:01,2025-03-21 09:39:01,CRC 0.00,,CRC,CRC 1.00,
4198696000020128172,21 Mar 2025,EST-000208,sent,4198696000018475173,,"CRC 38,346.90",CRC 43.33K,CRC 0.00,4198696000007498013,2025-03-21 10:52:34,2025-03-21 10:52:30,CRC 0.00,,CRC,CRC 1.00,
4198696000020216150,24 Mar 2025,EST-000210,invoiced,4198696000019011786,10 Apr 2025,"CRC 44,867.26",CRC 50.70K,CRC 0.00,4198696000007629241,2025-03-25 09:50:03,2025-03-24 15:31:01,CRC 0.00,,CRC,CRC 1.00,
4198696000020213190,24 Mar 2025,EST-000212,sent,4198696000018727235,,"CRC 46,672.56",CRC 52.74K,CRC 0.00,4198696000000396011,2025-03-24 17:49:03,2025-03-24 17:48:50,CRC 0.00,,CRC,CRC 1.00,
4198696000020216216,24 Mar 2025,EST-000211,invoiced,4198696000010747890,24 Apr 2025,"CRC 8,849.56",CRC 10.00K,CRC 0.00,4198696000007629241,2025-03-25 09:08:16,2025-03-24 17:25:50,CRC 0.00,,CRC,CRC 1.00,
4198696000020273273,25 Mar 2025,EST-000216,draft,4198696000000917003,,"CRC 5,064,159.30","CRC 5,722.50K",CRC 0.00,4198696000000396009,2025-03-25 17:33:47,2025-03-25 17:33:47,CRC 0.00,,CRC,CRC 1.00,
4198696000020271180,25 Mar 2025,EST-000213,draft,4198696000020283417,30 Apr 2025,"CRC 270,442.47",CRC 305.60K,CRC 0.00,4198696000007629241,2025-03-25 12:06:41,2025-03-25 12:05:48,CRC 0.00,,CRC,CRC 1.00,
4198696000020273112,25 Mar 2025,EST-000214,draft,4198696000020314278,,"CRC 229,734.52",CRC 259.60K,CRC 0.00,4198696000000396009,2025-03-25 14:28:16,2025-03-25 14:28:16,CRC 0.00,,CRC,CRC 1.00,
4198696000020273136,25 Mar 2025,EST-000215,invoiced,4198696000004545669,,"CRC 142,803.54",CRC 161.37K,CRC 0.00,4198696000000396009,2025-03-25 15:19:15,2025-03-25 14:53:17,CRC 0.00,,CRC,CRC 1.00,
4198696000020388096,26 Mar 2025,EST-000217,invoiced,4198696000004545669,,"CRC 80,113.26",CRC 90.53K,CRC 0.00,4198696000000396009,2025-03-26 17:02:29,2025-03-26 16:25:06,CRC 0.00,,CRC,CRC 1.00,
4198696000020381150,24 Mar 2025,EST-000219,sent,4198696000018727235,,"CRC 69,929.20",CRC 79.02K,CRC 0.00,4198696000000396011,2025-03-26 17:32:57,2025-03-26 17:32:09,CRC 0.00,,CRC,CRC 1.00,
4198696000020394112,26 Mar 2025,EST-000218,draft,4198696000017064590,30 Apr 2025,"CRC 37,288.50",CRC 42.14K,CRC 0.00,4198696000007629241,2025-03-26 17:26:32,2025-03-26 17:26:32,CRC 0.00,,CRC,CRC 1.00,
4198696000020404427,28 Mar 2025,EST-000220,draft,4198696000018645616,01 Apr 2025,"CRC 7,083.19",CRC 8.00K,CRC 0.00,4198696000017624508,2025-03-28 10:41:43,2025-03-28 10:41:43,CRC 0.00,,CRC,CRC 1.00,
4198696000020394305,28 Mar 2025,EST-000221,invoiced,4198696000017064590,30 Apr 2025,"CRC 43,964.60",CRC 49.68K,CRC 0.00,4198696000007629241,2025-03-28 16:21:29,2025-03-28 15:51:59,CRC 0.00,,CRC,CRC 1.00,
4198696000020589333,01 Apr 2025,EST-000225,draft,4198696000020625877,30 May 2025,"CRC 13,097.35",CRC 14.80K,CRC 0.00,4198696000007629241,2025-04-01 14:13:10,2025-04-01 13:28:09,CRC 0.00,,CRC,CRC 1.00,
4198696000020589441,01 Apr 2025,EST-000226,invoiced,4198696000008967211,01 May 2025,"CRC 54,304.42",CRC 61.36K,CRC 0.00,4198696000007629241,2025-04-02 08:51:51,2025-04-01 16:28:57,CRC 0.00,,CRC,CRC 1.00,
4198696000020600239,01 Apr 2025,EST-000224,draft,4198696000018645616,30 Apr 2025,"CRC 26,753.99",CRC 30.23K,CRC 0.00,4198696000017624508,2025-04-01 11:14:01,2025-04-01 11:14:01,CRC 0.00,,CRC,CRC 1.00,
4198696000020583190,31 Mar 2025,EST-000222,sent,4198696000020611307,31 Mar 2025,"CRC 42,477.88",CRC 48.00K,CRC 0.00,4198696000012935046,2025-03-31 11:57:45,2025-03-31 11:57:41,CRC 0.00,,CRC,CRC 1.00,
4198696000020589074,31 Mar 2025,EST-000223,draft,4198696000016585118,03 Apr 2025,"CRC 86,814.16",CRC 98.10K,CRC 0.00,4198696000007629241,2025-03-31 12:12:05,2025-03-31 12:12:05,CRC 0.00,,CRC,CRC 1.00,
4198696000020720056,02 Apr 2025,EST-000227,draft,4198696000015404531,30 Apr 2025,"CRC 77,182.30",CRC 87.22K,CRC 0.00,4198696000007629241,2025-04-02 14:07:42,2025-04-02 14:07:42,CRC 0.00,,CRC,CRC 1.00,
4198696000020845224,04 Apr 2025,EST-000228,invoiced,4198696000015404531,30 Apr 2025,"CRC 186,442.49",CRC 210.68K,CRC 0.00,4198696000007629241,2025-04-08 08:51:06,2025-04-04 15:11:43,CRC 0.00,,CRC,CRC 1.00,
