Expense Item ID,Expense ID,Expense Description,Project ID,Expense Category,Account ID,Total (BCY),Sub Total (BCY),Last Modified Time,Created Time,Vehicles
4198696000005375043,4198696000005375035,Electricity,,Electricity Charges,4198696000000297411,"CRC 4,424.23","CRC 4,424.23",2024-05-09 10:49:37,2024-05-09 10:49:37,
4198696000005375075,4198696000005375069,Electricity,,Electricity Charges,4198696000000297411,"CRC 9,615.38","CRC 9,615.38",2024-05-09 10:50:34,2024-05-09 10:50:34,
4198696000005375077,4198696000005375069,Electricity,,Electricity Charges,4198696000000297411,CRC 259.62,CRC 259.62,2024-05-09 10:50:34,2024-05-09 10:50:34,
4198696000005375257,4198696000005375245,,,Bank fees and charges,4198696000000000409,"CRC 1,920.00","CRC 1,920.00",2024-05-09 11:28:15,2024-05-09 11:28:15,
4198696000005375323,4198696000005375311,,,Bank Charges - Scotia Credit Card Fees,4198696000000297195,"CRC 26,676.00","CRC 26,676.00",2024-05-09 11:33:15,2024-05-09 11:33:15,
4198696000005375341,4198696000005375329,,,Bank Charges - Scotia Credit Card Fees,4198696000000297195,"CRC 32,939.00","CRC 32,939.00",2024-05-09 11:44:22,2024-05-09 11:44:22,
4198696000005413171,4198696000005413167,MASXMENOS,,Marketing Expenses,4198696000000297047,"CRC 12,088.00","CRC 12,088.00",2024-05-09 14:57:49,2024-05-09 14:57:49,
4198696000005413197,4198696000005413193,MASXMENOS,,Marketing Expenses,4198696000000297047,"CRC 5,701.00","CRC 5,701.00",2024-05-09 14:57:49,2024-05-09 14:57:49,
4198696000005413223,4198696000005413219,MASXMENOS,,Marketing Expenses,4198696000000297047,"CRC 1,408.00","CRC 1,408.00",2024-05-09 14:57:49,2024-05-09 14:57:49,
4198696000005413249,4198696000005413245,MASXMENOS,,Marketing Expenses,4198696000000297047,"CRC 9,288.00","CRC 9,288.00",2024-05-09 14:57:49,2024-05-09 14:57:49,
4198696000005413275,4198696000005413271,MASXMENOS,,Marketing Expenses,4198696000000297047,"CRC 7,452.00","CRC 7,452.00",2024-05-09 14:57:49,2024-05-09 14:57:49,
4198696000005413307,4198696000005413301,EASY PROTECTION,,Cleaning Expense,4198696000000297393,"CRC 30,600.00","CRC 30,600.00",2024-12-13 06:03:31,2024-05-09 14:57:50,
4198696000005413333,4198696000005413329,REPUESTOS GIGANTE,,Office Consumables,4198696000000297345,"CRC 1,761.60","CRC 1,761.60",2024-05-09 14:57:50,2024-05-09 14:57:50,
4198696000005413359,4198696000005413355,PEQUEÑO MUNDO,,Cleaning Expense,4198696000000297393,"CRC 15,245.00","CRC 15,245.00",2024-12-13 06:01:37,2024-05-09 14:57:50,
4198696000005413385,4198696000005413381,PRICESMART,,Cleaning Expense,4198696000000297393,"CRC 47,139.50","CRC 47,139.50",2024-12-13 06:03:33,2024-05-09 14:57:50,
4198696000005413411,4198696000005413407,PRICESMART,,Cleaning Expense,4198696000000297393,"CRC 6,946.50","CRC 6,946.50",2024-12-13 06:03:32,2024-05-09 14:57:50,
4198696000005413437,4198696000005413433,PRICESMART,,Cleaning Expense,4198696000000297393,"CRC 21,492.30","CRC 21,492.30",2024-12-13 06:17:22,2024-05-09 14:57:50,
4198696000005413463,4198696000005413459,PRICESMART,,Cleaning Expense,4198696000000297393,"CRC 10,592.50","CRC 10,592.50",2024-12-13 06:03:33,2024-05-09 14:57:50,
4198696000005413489,4198696000005413485,PRICESMART,,Cleaning Expense,4198696000000297393,"CRC 11,241.00","CRC 11,241.00",2024-12-13 06:03:32,2024-05-09 14:57:50,
4198696000005413515,4198696000005413511,PRICESMART,,Cleaning Expense,4198696000000297393,"CRC 61,754.00","CRC 61,754.00",2024-12-13 06:17:23,2024-05-09 14:57:51,
4198696000005413541,4198696000005413537,MOTO REPUESTO BUNNY,,Motor vehicle repair & maintenance,4198696000000297321,"CRC 3,000.00","CRC 3,000.00",2024-05-09 14:57:51,2024-05-09 14:57:51,Motorbike - Yamaha
4198696000005413567,4198696000005413563,GRAFICA TOTAL,,Office Consumables,4198696000000297345,"CRC 26,017.00","CRC 26,017.00",2024-05-09 14:57:51,2024-05-09 14:57:51,
4198696000005413593,4198696000005413589,MASXMENOS,,Miscellaneous Expenses,4198696000000297699,"CRC 8,408.00","CRC 8,408.00",2024-05-09 14:57:51,2024-05-09 14:57:51,
4198696000005413619,4198696000005413615,EL CASTANAR,,Miscellaneous Expenses,4198696000000297699,"CRC 9,734.51","CRC 9,734.51",2024-05-09 14:57:51,2024-05-09 14:57:51,
4198696000005413645,4198696000005413641,MASXMENOS,,Miscellaneous Expenses,4198696000000297699,"CRC 1,876.11","CRC 1,876.11",2024-05-09 14:57:51,2024-05-09 14:57:51,
4198696000005413671,4198696000005413667,DELTA,,Fuel Expenses,4198696000000297777,"CRC 20,000.00","CRC 20,000.00",2024-05-09 14:57:51,2024-05-09 14:57:51,Panel - SIN1596
4198696000005413697,4198696000005413693,DELTA,,Fuel Expenses,4198696000000297777,"CRC 20,000.00","CRC 20,000.00",2024-05-09 14:57:51,2024-05-09 14:57:51,Yaris - BRC628
4198696000005413723,4198696000005413719,DELTA,,Fuel Expenses,4198696000000297777,"CRC 10,000.00","CRC 10,000.00",2024-05-09 14:57:52,2024-05-09 14:57:52,Yaris - BRC628
4198696000005413749,4198696000005413745,DELTA,,Fuel Expenses,4198696000000297777,"CRC 10,000.00","CRC 10,000.00",2024-05-09 14:57:52,2024-05-09 14:57:52,Yaris - BRC628
4198696000005413775,4198696000005413771,DELTA,,Fuel Expenses,4198696000000297777,"CRC 10,000.00","CRC 10,000.00",2024-05-09 14:57:52,2024-05-09 14:57:52,Yaris - BRC628
4198696000005413801,4198696000005413797,DELTA,,Fuel Expenses,4198696000000297777,"CRC 7,003.00","CRC 7,003.00",2024-05-09 14:57:52,2024-05-09 14:57:52,Motorbike - Yamaha
4198696000005413827,4198696000005413823,DELTA,,Fuel Expenses,4198696000000297777,"CRC 7,842.00","CRC 7,842.00",2024-05-09 14:57:52,2024-05-09 14:57:52,Motorbike - Yamaha
4198696000005413853,4198696000005413849,DELTA,,Fuel Expenses,4198696000000297777,"CRC 7,503.00","CRC 7,503.00",2024-05-09 14:57:52,2024-05-09 14:57:52,Motorbike - Yamaha
4198696000005413879,4198696000005413875,DELTA,,Fuel Expenses,4198696000000297777,"CRC 7,001.00","CRC 7,001.00",2024-05-09 14:57:52,2024-05-09 14:57:52,Motorbike - Yamaha
4198696000005413905,4198696000005413901,DELTA,,Fuel Expenses,4198696000000297777,"CRC 7,503.00","CRC 7,503.00",2024-05-09 14:57:53,2024-05-09 14:57:53,Motorbike - Yamaha
4198696000005413931,4198696000005413927,DELTA,,Fuel Expenses,4198696000000297777,"CRC 7,506.00","CRC 7,506.00",2024-05-09 14:57:53,2024-05-09 14:57:53,Motorbike - Yamaha
4198696000005413957,4198696000005413953,DELTA,,Fuel Expenses,4198696000000297777,"CRC 8,000.00","CRC 8,000.00",2024-05-09 14:57:53,2024-05-09 14:57:53,Motorbike - Yamaha
4198696000005413983,4198696000005413979,DELTA,,Fuel Expenses,4198696000000297777,"CRC 8,001.00","CRC 8,001.00",2024-05-09 14:57:53,2024-05-09 14:57:53,Motorbike - Yamaha
4198696000005414009,4198696000005414005,FERRETERIA EPA,,Miscellaneous Expenses,4198696000000297699,"CRC 31,106.30","CRC 31,106.30",2024-05-09 14:57:53,2024-05-09 14:57:53,
4198696000005414035,4198696000005414031,MOTO POWER,,Miscellaneous Expenses,4198696000000297699,"CRC 21,859.00","CRC 21,859.00",2024-05-09 14:57:53,2024-05-09 14:57:53,
4198696000005414061,4198696000005414057,MOTO REPUESTO BUNNY,,Motor vehicle repair & maintenance,4198696000000297321,"CRC 2,300.68","CRC 2,300.68",2024-05-09 14:57:53,2024-05-09 14:57:53,Motorbike - Yamaha
4198696000005414087,4198696000005414083,OFFICE DEPOT,,Office Consumables,4198696000000297345,"CRC 11,725.90","CRC 11,725.90",2024-05-09 14:57:53,2024-05-09 14:57:53,
4198696000005414113,4198696000005414109,OFFICE DEPOT,,Office Consumables,4198696000000297345,"CRC 6,903.00","CRC 6,903.00",2024-05-09 14:57:54,2024-05-09 14:57:54,
4198696000005414139,4198696000005414135,DISTRIBUIDORA DE PLASTICOS TOSSO,,Office Consumables,4198696000000297345,"CRC 20,000.00","CRC 20,000.00",2024-05-09 14:57:54,2024-05-09 14:57:54,
4198696000005414165,4198696000005414161,PACKAGING ROLL,,Office Consumables,4198696000000297345,"CRC 10,000.00","CRC 10,000.00",2024-05-09 14:57:54,2024-05-09 14:57:54,
4198696000005414191,4198696000005414187,CLARO CR TELECOMUNICACIONES,,Telephone Charges,4198696000000297375,"CRC 3,539.82","CRC 3,539.82",2024-05-09 14:57:54,2024-05-09 14:57:54,
4198696000005414217,4198696000005414213,PARQUEO MULTIPLAZA ESCAZU,,Transport Charges,4198696000000297753,CRC 531.00,CRC 531.00,2024-05-09 14:57:54,2024-05-09 14:57:54,
4198696000005414269,4198696000005414265,TERMINAL PARKING,,Transport Charges,4198696000000297753,CRC 354.00,CRC 354.00,2024-05-09 14:57:55,2024-05-09 14:57:55,
4198696000005414295,4198696000005414291,TERMINAL PARKING,,Transport Charges,4198696000000297753,CRC 354.00,CRC 354.00,2024-05-09 14:57:55,2024-05-09 14:57:55,
4198696000005414321,4198696000005414317,TERMINAL PARKING,,Transport Charges,4198696000000297753,CRC 354.00,CRC 354.00,2024-05-09 14:57:55,2024-05-09 14:57:55,
4198696000005414347,4198696000005414343,TERMINAL PARKING,,Transport Charges,4198696000000297753,CRC 354.00,CRC 354.00,2024-05-09 14:57:55,2024-05-09 14:57:55,
4198696000005414373,4198696000005414369,TERMINAL PARKING,,Transport Charges,4198696000000297753,CRC 354.00,CRC 354.00,2024-05-09 14:57:55,2024-05-09 14:57:55,
4198696000005414399,4198696000005414395,TERMINAL PARKING,,Transport Charges,4198696000000297753,CRC 354.00,CRC 354.00,2024-05-09 14:57:55,2024-05-09 14:57:55,
4198696000005414425,4198696000005414421,OFFICE DEPOT,,Office Consumables,4198696000000297345,"CRC 22,365.00","CRC 22,365.00",2024-05-09 14:57:56,2024-05-09 14:57:56,
4198696000005414451,4198696000005414447,KOLBI ICE,,Telephone Charges,4198696000000297375,"CRC 9,203.40","CRC 9,203.40",2024-05-09 14:57:56,2024-05-09 14:57:56,
4198696000005414477,4198696000005414473,KOLBI ICE,,Telephone Charges,4198696000000297375,CRC 441.10,CRC 441.10,2024-05-09 14:57:56,2024-05-09 14:57:56,
4198696000005414503,4198696000005414499,EL REY,,Miscellaneous Expenses,4198696000000297699,"CRC 38,893.81","CRC 38,893.81",2024-05-09 14:57:56,2024-05-09 14:57:56,
4198696000005414529,4198696000005414525,RSK TRACOPA,,Transport Charges,4198696000000297753,"CRC 2,654.87","CRC 2,654.87",2024-05-09 14:57:56,2024-05-09 14:57:56,
4198696000005414555,4198696000005414551,RSK TRACOPA,,Transport Charges,4198696000000297753,"CRC 2,654.87","CRC 2,654.87",2024-05-09 14:57:56,2024-05-09 14:57:56,
4198696000005414581,4198696000005414577,MUSOC,,Transport Charges,4198696000000297753,"CRC 1,504.50","CRC 1,504.50",2024-05-09 14:57:56,2024-05-09 14:57:56,
4198696000005414607,4198696000005414603,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2024-05-09 14:57:57,2024-05-09 14:57:57,
4198696000005414633,4198696000005414629,RSK TRACOPA,,Transport Charges,4198696000000297753,"CRC 2,654.87","CRC 2,654.87",2024-05-09 14:57:57,2024-05-09 14:57:57,
4198696000005414659,4198696000005414655,MUSOC,,Transport Charges,4198696000000297753,"CRC 1,061.95","CRC 1,061.95",2024-05-09 14:57:57,2024-05-09 14:57:57,
4198696000005414685,4198696000005414681,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2024-05-09 14:57:57,2024-05-09 14:57:57,
4198696000005414711,4198696000005414707,RSK TRACOPA,,Transport Charges,4198696000000297753,"CRC 2,654.87","CRC 2,654.87",2024-05-09 14:57:57,2024-05-09 14:57:57,
4198696000005414737,4198696000005414733,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2024-05-09 14:57:57,2024-05-09 14:57:57,
4198696000005414763,4198696000005414759,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2024-05-09 14:57:58,2024-05-09 14:57:58,
4198696000005414789,4198696000005414785,TRANSPORTES GARABITO,,Transport Charges,4198696000000297753,"CRC 2,655.00","CRC 2,655.00",2024-05-09 14:57:58,2024-05-09 14:57:58,
4198696000005414815,4198696000005414811,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2024-05-09 14:57:58,2024-05-09 14:57:58,
4198696000005414841,4198696000005414837,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 2,654.87","CRC 2,654.87",2024-05-09 14:57:58,2024-05-09 14:57:58,
4198696000005414867,4198696000005414863,RSK TRACOPA,,Transport Charges,4198696000000297753,"CRC 3,982.30","CRC 3,982.30",2024-05-09 14:57:58,2024-05-09 14:57:58,
4198696000005414893,4198696000005414889,RSK TRACOPA,,Transport Charges,4198696000000297753,"CRC 2,654.87","CRC 2,654.87",2024-05-09 14:57:58,2024-05-09 14:57:58,
4198696000005414919,4198696000005414915,EQUIPOS SCANIA,,Transport Charges,4198696000000297753,"CRC 1,747.79","CRC 1,747.79",2024-05-09 14:57:59,2024-05-09 14:57:59,
4198696000005414945,4198696000005414941,TRANSPORTES GARABITO,,Transport Charges,4198696000000297753,"CRC 3,540.00","CRC 3,540.00",2024-05-09 14:57:59,2024-05-09 14:57:59,
4198696000005414971,4198696000005414967,TRANSPORTES CHICO,,Transport Charges,4198696000000297753,"CRC 2,212.39","CRC 2,212.39",2024-05-09 14:57:59,2024-05-09 14:57:59,
4198696000005414997,4198696000005414993,SERVICIOS DE ENCOMIENDAS EL MACHO,,Transport Charges,4198696000000297753,"CRC 1,327.43","CRC 1,327.43",2024-05-09 14:57:59,2024-05-09 14:57:59,
4198696000005415023,4198696000005415019,MUSOC,,Transport Charges,4198696000000297753,"CRC 1,238.94","CRC 1,238.94",2024-05-09 14:57:59,2024-05-09 14:57:59,
4198696000005415049,4198696000005415045,EQUIPOS SCANIA,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2024-05-09 14:57:59,2024-05-09 14:57:59,
4198696000005415075,4198696000005415071,CAJITA Y VALORES ALVAREZ,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2024-05-09 14:58:00,2024-05-09 14:58:00,
4198696000005415101,4198696000005415097,TRANSPORTES SAN JOSE A VENECIA DE SAN CARLOS,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2024-05-09 14:58:00,2024-05-09 14:58:00,
4198696000005415127,4198696000005415123,ENCOMIENDAS TEMPISQUE,,Transport Charges,4198696000000297753,"CRC 1,327.43","CRC 1,327.43",2024-05-09 14:58:01,2024-05-09 14:58:01,
4198696000005415153,4198696000005415149,FERRETERIA EPA,,Repairs and Maintenance - Building,4198696000000297423,"CRC 11,593.00","CRC 11,593.00",2024-05-09 14:58:01,2024-05-09 14:58:01,
4198696000005415253,4198696000005415241,,,Round-off Account,4198696000000297693,CRC 271.31,CRC 271.31,2024-05-09 15:15:46,2024-05-09 15:15:46,
4198696000005419382,4198696000005419370,,,Social Security liability,4198696000000298405,"CRC 2,769,249.00","CRC 2,769,249.00",2024-05-09 18:23:46,2024-05-09 18:23:46,
4198696000005419436,4198696000005419424,,,Bank Charges - Scotia Credit Card Fees,4198696000000297195,"CRC 18,655.00","CRC 18,655.00",2024-05-09 18:29:31,2024-05-09 18:29:31,
4198696000005419474,4198696000005419462,,,Bank fees and charges,4198696000000000409,"CRC 1,162.60","CRC 1,162.60",2024-05-09 18:31:26,2024-05-09 18:30:41,
4198696000005419591,4198696000005419579,Girlany for Marketing Events,,Marketing Expenses,4198696000000297047,"CRC 90,900.00","CRC 90,900.00",2024-05-09 18:47:15,2024-05-09 18:47:15,
4198696000005936250,4198696000005936238,,,Bank Charges - Scotia Credit Card Fees,4198696000000297195,"CRC 69,263.00","CRC 69,263.00",2024-05-29 08:20:29,2024-05-29 08:20:29,
4198696000005960054,4198696000005960050,Coming to events for Kimberley,,Marketing Expenses,4198696000000297047,"CRC 24,000.00","CRC 24,000.00",2024-05-29 09:13:44,2024-05-29 09:13:44,
4198696000005960134,4198696000005960122,,,Bank fees and charges,4198696000000000409,"CRC 1,907.86","CRC 1,907.86",2024-05-29 09:18:37,2024-05-29 09:18:37,
4198696000005960206,4198696000005960194,,,Bank Charges - Scotia Credit Card Fees,4198696000000297195,"CRC 10,479.65","CRC 10,479.65",2024-05-29 10:55:54,2024-05-29 10:55:54,
4198696000006130367,4198696000006130355,,,Marketing Expenses,4198696000000297047,"CRC 35,000.00","CRC 35,000.00",2024-06-03 16:56:57,2024-06-03 16:56:57,
4198696000006154640,4198696000006154636,DELTA,,Fuel Expenses,4198696000000297777,"CRC 9,002.00","CRC 9,002.00",2024-06-03 18:33:14,2024-06-03 18:33:14,Motorbike - Honda
4198696000006154666,4198696000006154662,REGISTRO,,Miscellaneous Expenses,4198696000000297699,"CRC 3,000.00","CRC 3,000.00",2024-06-03 18:33:14,2024-06-03 18:33:14,
4198696000006154692,4198696000006154688,MOTO REPUESTO BUNNY,,Office Consumables,4198696000000297345,"CRC 2,800.00","CRC 2,800.00",2024-06-03 18:33:14,2024-06-03 18:33:14,
4198696000006154718,4198696000006154714,CLARO TELECOMUNICACIONES,,Telephone Charges,4198696000000297375,CRC 884.96,CRC 884.96,2024-06-03 18:33:14,2024-06-03 18:33:14,
4198696000006154744,4198696000006154740,CLARO TELECOMUNICACIONES,,Telephone Charges,4198696000000297375,CRC 884.96,CRC 884.96,2024-06-03 18:33:14,2024-06-03 18:33:14,
4198696000006154770,4198696000006154766,TERMINAL PARKING,,Toll Expenses,4198696000000297741,CRC 354.00,CRC 354.00,2024-06-03 18:33:14,2024-06-03 18:33:14,
4198696000006154796,4198696000006154792,INVERSIONES SAN JOSE NARANJO,,Transport Charges,4198696000000297753,"CRC 1,592.92","CRC 1,592.92",2024-06-03 18:33:14,2024-06-03 18:33:14,
4198696000006154822,4198696000006154818,TRANSPORTES GARABITO,,Transport Charges,4198696000000297753,"CRC 3,540.00","CRC 3,540.00",2024-06-03 18:33:15,2024-06-03 18:33:15,
4198696000006154848,4198696000006154844,CPM MOBILE,,Telephone Charges,4198696000000297375,"CRC 5,309.80","CRC 5,309.80",2024-06-03 18:33:15,2024-06-03 18:33:15,
4198696000006154874,4198696000006154870,MOTO POWER,,Miscellaneous Expenses,4198696000000297699,"CRC 5,309.80","CRC 5,309.80",2024-06-03 18:33:15,2024-06-03 18:33:15,
4198696000006154900,4198696000006154896,JIMENEZ Y TANZI,,Miscellaneous Expenses,4198696000000297699,CRC 522.13,CRC 522.13,2024-06-03 18:33:15,2024-06-03 18:33:15,
4198696000006154926,4198696000006154922,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 2,654.87","CRC 2,654.87",2024-06-03 18:33:15,2024-06-03 18:33:15,
4198696000006154952,4198696000006154948,RSK TRACOPA,,Transport Charges,4198696000000297753,"CRC 4,424.78","CRC 4,424.78",2024-06-03 18:33:15,2024-06-03 18:33:15,
4198696000006154978,4198696000006154974,DELTA,,Fuel Expenses,4198696000000297777,"CRC 8,000.00","CRC 8,000.00",2024-06-03 18:33:15,2024-06-03 18:33:15,Motorbike - Honda
4198696000006155004,4198696000006155000,OFFICE DEPOT,,Office Consumables,4198696000000297345,"CRC 28,717.00","CRC 28,717.00",2024-06-03 18:33:15,2024-06-03 18:33:15,
4198696000006155030,4198696000006155026,REPUESTOS GIGANTE,,Motor vehicle repair & maintenance,4198696000000297321,"CRC 6,185.84","CRC 6,185.84",2024-06-03 18:33:16,2024-06-03 18:33:16,
4198696000006155056,4198696000006155052,ENCOMIENDAS PURISCAL,,Transport Charges,4198696000000297753,"CRC 1,505.00","CRC 1,505.00",2024-06-03 18:33:16,2024-06-03 18:33:16,
4198696000006155082,4198696000006155078,RSK TRACOPA,,Transport Charges,4198696000000297753,"CRC 2,654.87","CRC 2,654.87",2024-06-03 18:33:16,2024-06-03 18:33:16,
4198696000006155108,4198696000006155104,MCDONALDS,,Marketing Expenses,4198696000000297047,"CRC 3,672.60","CRC 3,672.60",2024-06-03 18:33:16,2024-06-03 18:33:16,
4198696000006155134,4198696000006155130,RESTAURANTE IRDAMA,,Marketing Expenses,4198696000000297047,"CRC 5,221.24","CRC 5,221.24",2024-06-03 18:33:16,2024-06-03 18:33:16,
4198696000006155160,4198696000006155156,SODA EL PRIMO,,Marketing Expenses,4198696000000297047,"CRC 4,160.00","CRC 4,160.00",2024-06-03 18:33:16,2024-06-03 18:33:16,
4198696000006155186,4198696000006155182,SERVICENTRO EL TRAPICHE,,Fuel Expenses,4198696000000297777,"CRC 22,001.00","CRC 22,001.00",2024-06-03 18:33:16,2024-06-03 18:33:16,Yaris - BRC628
4198696000006155212,4198696000006155208,LA FAVORITA,,Fuel Expenses,4198696000000297777,"CRC 8,399.00","CRC 8,399.00",2024-06-03 18:33:16,2024-06-03 18:33:16,Motorbike - Yamaha
4198696000006155238,4198696000006155234,HOTEL IRDAMA,,Marketing Expenses,4198696000000297047,"CRC 33,000.00","CRC 33,000.00",2024-06-03 18:33:17,2024-06-03 18:33:17,
4198696000006155264,4198696000006155260,MASXMENOS,,Telephone Charges,4198696000000297375,"CRC 8,000.00","CRC 8,000.00",2024-06-03 18:33:17,2024-06-03 18:33:17,
4198696000006155290,4198696000006155286,TERMINAL PARKING,,Toll Expenses,4198696000000297741,CRC 354.00,CRC 354.00,2024-06-03 18:33:17,2024-06-03 18:33:17,
4198696000006155316,4198696000006155312,MASXMENOS,,Telephone Charges,4198696000000297375,"CRC 9,203.40","CRC 9,203.40",2024-06-03 18:33:17,2024-06-03 18:33:17,
4198696000006155342,4198696000006155338,MASXMENOS,,Telephone Charges,4198696000000297375,CRC 450.00,CRC 450.00,2024-06-03 18:33:17,2024-06-03 18:33:17,
4198696000006155368,4198696000006155364,BODEGA CORDERO,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2024-06-03 18:33:17,2024-06-03 18:33:17,
4198696000006155394,4198696000006155390,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 2,212.39","CRC 2,212.39",2024-06-03 18:33:17,2024-06-03 18:33:17,
4198696000006155420,4198696000006155416,RSK TRACOPA,,Transport Charges,4198696000000297753,"CRC 2,654.87","CRC 2,654.87",2024-06-03 18:33:18,2024-06-03 18:33:18,
4198696000006155446,4198696000006155442,TRANSPORTES GARABITO,,Transport Charges,4198696000000297753,"CRC 3,098.00","CRC 3,098.00",2024-06-03 18:33:18,2024-06-03 18:33:18,
4198696000006155472,4198696000006155468,RESTAURANTE IRDAMA,,Marketing Expenses,4198696000000297047,"CRC 2,477.88","CRC 2,477.88",2024-06-03 18:33:18,2024-06-03 18:33:18,
4198696000006155498,4198696000006155494,RESTAURANTE IRDAMA,,Marketing Expenses,4198696000000297047,"CRC 4,424.78","CRC 4,424.78",2024-06-03 18:33:18,2024-06-03 18:33:18,
4198696000006155524,4198696000006155520,SODA LA PARROQUIA,,Marketing Expenses,4198696000000297047,"CRC 4,000.00","CRC 4,000.00",2024-06-03 18:33:18,2024-06-03 18:33:18,
4198696000006155550,4198696000006155546,UNO,,Fuel Expenses,4198696000000297777,"CRC 18,002.00","CRC 18,002.00",2024-06-03 18:33:18,2024-06-03 18:33:18,Yaris - BRC628
4198696000006155576,4198696000006155572,ESTACION DE SERVICIO TIBAS,,Fuel Expenses,4198696000000297777,"CRC 8,002.00","CRC 8,002.00",2024-06-03 18:33:18,2024-06-03 18:33:18,Motorbike - Honda
4198696000006155602,4198696000006155598,BURGER KING,,Marketing Expenses,4198696000000297047,"CRC 5,176.99","CRC 5,176.99",2024-06-03 18:33:18,2024-06-03 18:33:18,
4198696000006155628,4198696000006155624,RESTAURANTE IRDAMA,,Marketing Expenses,4198696000000297047,"CRC 2,478.00","CRC 2,478.00",2024-06-03 18:33:19,2024-06-03 18:33:19,
4198696000006155654,4198696000006155650,PEAJE DE RIO SEGUNDO,,Toll Expenses,4198696000000297741,CRC 275.00,CRC 275.00,2024-06-03 18:33:19,2024-06-03 18:33:19,
4198696000006155680,4198696000006155676,ENCOMIENDAS YUBA,,Transport Charges,4198696000000297753,"CRC 1,327.43","CRC 1,327.43",2024-06-03 18:33:19,2024-06-03 18:33:19,
4198696000006155706,4198696000006155702,RSK TRACOPA,,Transport Charges,4198696000000297753,"CRC 2,654.87","CRC 2,654.87",2024-06-03 18:33:19,2024-06-03 18:33:19,
4198696000006155732,4198696000006155728,RSK TRACOPA,,Transport Charges,4198696000000297753,"CRC 2,654.87","CRC 2,654.87",2024-06-03 18:33:19,2024-06-03 18:33:19,
4198696000006155758,4198696000006155754,LA FAVORITA,,Fuel Expenses,4198696000000297777,"CRC 8,807.00","CRC 8,807.00",2024-06-03 18:33:19,2024-06-03 18:33:19,Motorbike - Yamaha
4198696000006155784,4198696000006155780,MOTOPOWER,,Miscellaneous Expenses,4198696000000297699,"CRC 17,345.13","CRC 17,345.13",2024-06-03 18:33:19,2024-06-03 18:33:19,Motorbike - Yamaha
4198696000006155810,4198696000006155806,ENCOMIENDAS TEMPISQUE,,Transport Charges,4198696000000297753,"CRC 1,327.43","CRC 1,327.43",2024-06-03 18:33:20,2024-06-03 18:33:20,
4198696000006155836,4198696000006155832,GRUPO COMERCIAL EELOVI,,Transport Charges,4198696000000297753,"CRC 1,770.00","CRC 1,770.00",2024-06-03 18:33:20,2024-06-03 18:33:20,
4198696000006155862,4198696000006155858,DELTA,,Fuel Expenses,4198696000000297777,"CRC 8,515.00","CRC 8,515.00",2024-06-03 18:33:20,2024-06-03 18:33:20,Motorbike - Honda
4198696000006155888,4198696000006155884,MOTOPOWER,,Office Consumables,4198696000000297345,"CRC 25,306.00","CRC 25,306.00",2024-06-03 18:33:20,2024-06-03 18:33:20,
4198696000006155914,4198696000006155910,MASXMENOS,,Telephone Charges,4198696000000297375,"CRC 4,000.00","CRC 4,000.00",2024-06-03 18:33:20,2024-06-03 18:33:20,
4198696000006155940,4198696000006155936,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2024-06-03 18:33:20,2024-06-03 18:33:20,
4198696000006155966,4198696000006155962,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2024-06-03 18:33:20,2024-06-03 18:33:20,
4198696000006155992,4198696000006155988,EQUIPOS SCANIA,,Transport Charges,4198696000000297753,"CRC 2,213.00","CRC 2,213.00",2024-06-03 18:33:20,2024-06-03 18:33:20,
4198696000006156018,4198696000006156014,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2024-06-03 18:33:20,2024-06-03 18:33:20,
4198696000006156044,4198696000006156040,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2024-06-03 18:33:20,2024-06-03 18:33:20,
4198696000006156070,4198696000006156066,DELTA,,Fuel Expenses,4198696000000297777,"CRC 20,000.00","CRC 20,000.00",2024-06-03 18:33:21,2024-06-03 18:33:21,Yaris - BRC628
4198696000006156096,4198696000006156092,DELTA,,Fuel Expenses,4198696000000297777,"CRC 7,007.00","CRC 7,007.00",2024-06-03 18:33:21,2024-06-03 18:33:21,Motorbike - Yamaha
