Item_ID,Avg_Demand_6M
4198696000006040065,1
4198696000005984572,2
4198696000005969128,1
4198696000005969076,1.5
4198696000005968364,2
4198696000005939398,1.5
4198696000005924115,1.5
4198696000005922072,1
4198696000005922063,2.8
4198696000005914693,1
4198696000005914666,2
4198696000005905699,1
4198696000005905481,1
4198696000005905307,1.5
4198696000005905076,1
4198696000005855646,1
4198696000005829415,1
4198696000005829269,1
4198696000005814064,1
4198696000005766196,3
4198696000005766046,1.25
4198696000005766037,1.2
4198696000005728682,1
4198696000005728431,1.4285714285714286
4198696000005728074,1
4198696000005698304,2.5833333333333335
4198696000005450653,1
4198696000005450365,4
4198696000005450152,1
4198696000005433681,1
4198696000005433099,4
4198696000005433037,2
4198696000005432001,2.6666666666666665
4198696000005387836,2
4198696000005387818,2.3333333333333335
4198696000005387773,2.3333333333333335
4198696000005387701,2
4198696000005387683,2.4285714285714284
4198696000005387674,2.75
4198696000005387638,2
4198696000005387629,1.125
4198696000005387611,1.625
4198696000005387593,1.3333333333333333
4198696000005387575,1
4198696000005387557,1.5
4198696000005387526,2.25
4198696000005385176,3.0625
4198696000005376853,1
4198696000005376463,1
4198696000005376064,2
4198696000005326446,1
4198696000005326329,1
4198696000005326247,2
4198696000005321139,2.625
4198696000005321130,4
4198696000005321121,3
4198696000005321094,2
4198696000005321085,1.5
4198696000005321049,2.5
4198696000005321040,1.4444444444444444
4198696000005321022,1.2
4198696000005321013,1.5
4198696000005314415,2.25
4198696000005304441,1
4198696000005304432,2
4198696000005304316,1
4198696000005304236,2.6666666666666665
4198696000005292825,1
4198696000005292816,1
4198696000005292294,1
4198696000005279678,1.3333333333333333
4198696000005279499,2
4198696000005279001,1
4198696000005207655,1
4198696000005207478,2
4198696000005207384,2
4198696000005169216,1.75
4198696000005169207,2.2
4198696000005169164,1
4198696000005169124,1
4198696000005166981,2
4198696000005166773,1.5
4198696000005166755,1.5
4198696000005166584,1.7142857142857142
4198696000005166575,2
4198696000005166544,1
4198696000005166517,3
4198696000005166227,1
4198696000005166205,1
4198696000005139022,1
4198696000005138044,1
4198696000005094077,1
4198696000005052003,1
4198696000005042327,1
4198696000005042230,1
4198696000005037951,2
4198696000005037942,2
4198696000005037550,1
4198696000005037449,1
4198696000005033001,1
4198696000005012519,1
4198696000005012199,1
4198696000004993740,1
4198696000004993509,1
4198696000004993463,1.3
4198696000004993454,1.1818181818181819
4198696000004993385,1
4198696000004993376,1.25
4198696000004993367,3
4198696000004993319,1
4198696000004993081,2
4198696000004993047,2
4198696000004970397,2
4198696000004970340,1
4198696000004970067,1
4198696000004950453,2
4198696000004950435,1
4198696000004950152,1
4198696000004950054,1
4198696000004910758,1
4198696000004910442,1
4198696000004910259,1
4198696000004910068,3
4198696000004906660,1
4198696000004906361,1.6
4198696000004906352,2.3333333333333335
4198696000004906239,1
4198696000004902014,2.857142857142857
4198696000004902005,3.3
4198696000004882756,3
4198696000004882562,1
4198696000004882469,2.5
4198696000004882390,1
4198696000004882290,2
4198696000004882233,1
4198696000004882224,1
4198696000004882003,4
4198696000004850502,1
4198696000004850332,1
4198696000004832443,5
4198696000004832386,1
4198696000004832377,1.125
4198696000004832078,2
4198696000004832034,1
4198696000004796042,2
4198696000004777616,1
4198696000004777137,1
4198696000004777045,2
4198696000004777023,2.1666666666666665
4198696000004764060,1
4198696000004764042,1
4198696000004764014,1.4545454545454546
4198696000004715349,1
4198696000004715021,2
4198696000004683374,1
4198696000004683365,1
4198696000004683001,2
4198696000004655485,1.5
4198696000004655456,1.1111111111111112
4198696000004655447,1.2222222222222223
4198696000004655285,2
4198696000004655251,1.75
4198696000004655103,1.6666666666666667
4198696000004630744,1
4198696000004630523,2.1666666666666665
4198696000004630430,2
4198696000004630046,1
4198696000004630019,1
4198696000004630010,1
4198696000004629992,1.6
4198696000004629974,1.1111111111111112
4198696000004629965,1.5
4198696000004629956,1.25
4198696000004629938,1.25
4198696000004629929,1.3333333333333333
4198696000004629920,1.25
4198696000004629875,1
4198696000004629857,1
4198696000004629848,1
4198696000004629821,1
4198696000004629803,1
4198696000004629794,1.3333333333333333
4198696000004629785,1
4198696000004629776,1
4198696000004629758,1.2
4198696000004629731,1
4198696000004629668,2
4198696000004629650,1
4198696000004629632,1.6
4198696000004629596,1
4198696000004629560,1
4198696000004629551,1.375
4198696000004629480,1
4198696000004629453,1.1666666666666667
4198696000004629444,1.4
4198696000004629408,1
4198696000004628548,1
4198696000004618821,2
4198696000004592229,2
4198696000004592160,2
4198696000004546749,1
4198696000004546406,1
4198696000004546379,1
4198696000004546250,2
4198696000004546001,1
4198696000004483237,1
4198696000004483160,1
4198696000004461010,1
4198696000004440476,1
4198696000004440070,2
4198696000004421776,1
4198696000004421745,2
4198696000004421736,3.0833333333333335
4198696000004421718,2.25
4198696000004421700,2
4198696000004421682,2.3333333333333335
4198696000004421673,2
4198696000004421664,2
4198696000004421655,2
4198696000004421628,1
4198696000004421610,1.3333333333333333
4198696000004421601,1.6666666666666667
4198696000004421574,1
4198696000004421556,1.25
4198696000004421547,1.3333333333333333
4198696000004421538,1.3333333333333333
4198696000004421529,1.1666666666666667
4198696000004421511,1.1666666666666667
4198696000004421493,2.6
4198696000004421484,3.7142857142857144
4198696000004421475,1.75
4198696000004421448,1.4444444444444444
4198696000004421439,2.25
4198696000004421430,2.25
4198696000004421421,2
4198696000004421403,1.7142857142857142
4198696000004421394,1.5
4198696000004421367,2
4198696000004421349,1
4198696000004421340,1
4198696000004421313,2
4198696000004421304,3
4198696000004421295,2
4198696000004421286,1.5
4198696000004421268,1.5
4198696000004421250,1.2857142857142858
4198696000004421241,1.9
4198696000004421214,1.2857142857142858
4198696000004421196,1.25
4198696000004421187,1
4198696000004421178,2
4198696000004421160,1.8
4198696000004421151,2.5
4198696000004421142,3.4166666666666665
4198696000004421133,1.6666666666666667
4198696000004421115,2
4198696000004421106,4.166666666666667
4198696000004421097,2.1666666666666665
4198696000004421088,1.6666666666666667
4198696000004421070,1.6666666666666667
4198696000004421052,1.2857142857142858
4198696000004421043,1.75
4198696000004421016,2.6666666666666665
4198696000004421007,5.5
4198696000004420989,1
4198696000004420980,1.5
4198696000004420168,1.3333333333333333
4198696000004420150,2.7777777777777777
4198696000004420132,1.2
4198696000004420123,1.4
4198696000004420096,1
4198696000004420051,1
4198696000004420024,1
4198696000004420006,1
4198696000004417988,1
4198696000004417979,1.25
4198696000004417961,1
4198696000004417943,4.421052631578948
4198696000004417925,1
4198696000004417898,1.2
4198696000004417889,1.6666666666666667
4198696000004417880,1.25
4198696000004417871,2.125
4198696000004417853,1
4198696000004417844,1
4198696000004417835,2.25
4198696000004417817,2.1818181818181817
4198696000004417808,1
4198696000004417799,1.5
4198696000004417790,1.2
4198696000004417781,3.2
4198696000004417772,1
4198696000004417763,2.4
4198696000004417754,2.5
4198696000004417745,1
4198696000004417736,1
4198696000004417727,2.090909090909091
4198696000004417718,2.764705882352941
4198696000004417709,1
4198696000004417700,1.4615384615384615
4198696000004417691,2.4
4198696000004417673,1
4198696000004417664,1.0714285714285714
4198696000004417655,2.4375
4198696000004417001,1.4
4198696000004394001,1
4198696000004361001,1
4198696000004339123,1
4198696000004325122,1
4198696000004325095,1
4198696000004325068,1
4198696000004325022,1
4198696000004241172,2
4198696000004224621,2
4198696000004224366,1
4198696000004224035,1
4198696000004224001,1
4198696000004190983,1
4198696000004190825,2
4198696000004190650,1.6666666666666667
4198696000004161526,1.15
4198696000004161517,1
4198696000004161508,1.6363636363636365
4198696000004161499,1.9727272727272727
4198696000004161490,1.24
4198696000004153065,1
4198696000004150164,1
4198696000004150137,1
4198696000004150128,1.3333333333333333
4198696000004150079,1.3333333333333333
4198696000004150043,1
4198696000004150025,1
4198696000004150016,8
4198696000004126999,4.666666666666667
4198696000004126981,4.5
4198696000004126897,4
4198696000004126879,5.555555555555555
4198696000004126870,5.444444444444445
4198696000004126861,4.666666666666667
4198696000004126852,4
4198696000004126037,1
4198696000004116299,1
4198696000004116018,4.933333333333334
4198696000004111373,1
4198696000004111123,1
4198696000004105188,1
4198696000004093642,4
4198696000004093381,6
4198696000004093101,1
4198696000004080975,1
4198696000004080051,2.3333333333333335
4198696000004045563,2
4198696000004045301,2
4198696000004042016,6
4198696000004015550,3.4
4198696000004015393,1.8
4198696000004015152,4
4198696000004015081,1
4198696000003976090,1
4198696000003976081,1
4198696000003976036,1.25
4198696000003976009,2
4198696000003972577,1.8888888888888888
4198696000003972555,1.2
4198696000003972527,1
4198696000003972484,1.3333333333333333
4198696000003972322,1.25
4198696000003972313,1
4198696000003953000,1
4198696000003952955,1
4198696000003952946,1.9166666666666667
4198696000003952910,1.3333333333333333
4198696000003952644,1
4198696000003952521,1
4198696000003952305,1.2
4198696000003952250,1
4198696000003952195,1
4198696000003952186,1.8333333333333333
4198696000003952132,1
4198696000003952114,1
4198696000003952096,1
4198696000003952078,1
4198696000003952069,1.1111111111111112
4198696000003952060,1.2
4198696000003952051,1.5714285714285714
4198696000003952042,2.75
4198696000003944135,1
4198696000003937565,1
4198696000003937556,1.2
4198696000003937547,1.3333333333333333
4198696000003937104,1
4198696000003913303,2
4198696000003913106,1
4198696000003894260,2
4198696000003894051,2
4198696000003894042,2
4198696000003873869,2.5
4198696000003873716,1.6666666666666667
4198696000003873707,2.75
4198696000003844629,1
4198696000003844506,1
4198696000003844001,3
4198696000003812001,1
4198696000003801170,2
4198696000003801114,5.25
4198696000003776098,1
4198696000003753001,1.5
4198696000003751980,2.857142857142857
4198696000003751962,1.3333333333333333
4198696000003722616,1
4198696000003722432,4
4198696000003722414,2
4198696000003722121,1.25
4198696000003722091,1.5
4198696000003701683,1
4198696000003679466,1
4198696000003679457,1.25
4198696000003679448,1.7142857142857142
4198696000003679430,1
4198696000003679412,1
4198696000003679394,1
4198696000003679345,1.1666666666666667
4198696000003679336,1
4198696000003679304,3
4198696000003679286,1.5
4198696000003679277,1.25
4198696000003679259,1.7857142857142858
4198696000003679236,5.705882352941177
4198696000003679219,2.5
4198696000003678372,1
4198696000003678266,1.1428571428571428
4198696000003678257,1.2
4198696000003678166,1
4198696000003678157,1
4198696000003661309,2
4198696000003636893,1
4198696000003636404,2.3846153846153846
4198696000003636395,1
4198696000003630130,1.8571428571428572
4198696000003630057,4
4198696000003594538,6.894736842105263
4198696000003594330,1.5
4198696000003590902,1.5
4198696000003590756,4
4198696000003590463,1
4198696000003539648,1.5
4198696000003539265,1
4198696000003538027,2
4198696000003522812,2
4198696000003522745,2.3333333333333335
4198696000003522164,2
4198696000003484327,1.6666666666666667
4198696000003484151,1.4
4198696000003484019,1
4198696000003454200,1
4198696000003454166,1
4198696000003454110,2
4198696000003420767,2
4198696000003396942,1
4198696000003396469,1.2
4198696000003396460,1.1666666666666667
4198696000003396280,1
4198696000003396171,1
4198696000003396036,1.25
4198696000003396027,1.4
4198696000003375251,2
4198696000003359071,1
4198696000003338605,1
4198696000003338396,1
4198696000003338137,1
4198696000003315438,5.933333333333334
4198696000003315369,1
4198696000003315165,1
4198696000003270371,1.3333333333333333
4198696000003270280,1
4198696000003270093,1
4198696000003252580,1
4198696000003252224,1
4198696000003252148,1
4198696000003252001,1
4198696000003215001,1
4198696000003211146,1
4198696000003168326,2
4198696000003168210,1.2
4198696000003168092,1
4198696000003159133,1.2666666666666666
4198696000003159124,2
4198696000003159115,1
4198696000003159088,1.1666666666666667
4198696000003142128,1
4198696000003142010,1.375
4198696000003142001,1.5555555555555556
4198696000003129266,1
4198696000003100157,1
4198696000003100052,1
4198696000003065901,1.4444444444444444
4198696000003065676,1.5
4198696000003065305,1.5
4198696000003065167,2
4198696000003059159,1
4198696000003059042,1.2857142857142858
4198696000003025879,1.6666666666666667
4198696000003025480,1
4198696000003013783,1
4198696000003013170,1
4198696000003013134,1
4198696000003013003,5.0625
4198696000003000837,1.2857142857142858
4198696000003000397,1
4198696000002976709,1.3333333333333333
4198696000002957550,1
4198696000002957541,1
4198696000002957469,4.384615384615385
4198696000002921506,8
4198696000002921284,1
4198696000002921171,1
4198696000002890974,2
4198696000002890776,1
4198696000002890155,1
4198696000002859769,1
4198696000002859030,1.6666666666666667
4198696000002859021,1.6666666666666667
4198696000002797527,2
4198696000002797506,2.5
4198696000002797151,1.1428571428571428
4198696000002797142,1
4198696000002744139,1
4198696000002722385,1
4198696000002722215,7.095238095238095
4198696000002664881,1
4198696000002664199,1.5
4198696000002622981,1
4198696000002622566,2
4198696000002614183,2
4198696000002584837,2
4198696000002584669,2
4198696000002584235,1
4198696000002582073,2.8181818181818183
4198696000002574085,1
4198696000002574076,1.6
4198696000002574067,1.875
4198696000002574058,1.25
4198696000002574049,1.25
4198696000002574040,1.25
4198696000002574022,1
4198696000002574004,1.3333333333333333
4198696000002572995,1.4
4198696000002572986,1
4198696000002572977,1
4198696000002572968,1.75
4198696000002572959,1
4198696000002572950,1
4198696000002572941,6.333333333333333
4198696000002572923,1.5714285714285714
4198696000002572914,1
4198696000002572905,1.3333333333333333
4198696000002572896,1
4198696000002572887,1
4198696000002572878,3.142857142857143
4198696000002572869,3.125
4198696000002572860,3.1
4198696000002572851,4
4198696000002572842,2.2
4198696000002572833,3.25
4198696000002572824,1.4285714285714286
4198696000002572815,1
4198696000002572797,4
4198696000002572788,1.8571428571428572
4198696000002572779,2.7777777777777777
4198696000002572752,2.2
4198696000002572743,3.4
4198696000002572716,1
4198696000002572698,1
4198696000002572689,1.125
4198696000002566271,7.117647058823529
4198696000002566078,1
4198696000002481561,1
4198696000002427057,2.3333333333333335
4198696000002373115,2.5
4198696000002345007,1.3333333333333333
4198696000002318010,1
4198696000002266129,1
4198696000002265637,2
4198696000002192977,1
4198696000002192855,1
4198696000002192693,1
4198696000002192557,2
4198696000002192354,1
4198696000002192116,1.1428571428571428
4198696000002173001,5.947368421052632
4198696000002146116,9.727272727272727
4198696000002124040,2.6315789473684212
4198696000002097134,5.277777777777778
4198696000001994009,1
4198696000001969321,1.625
4198696000001937038,1.7142857142857142
4198696000001937010,1.25
4198696000001937001,1
4198696000001900582,1
4198696000001900324,2
4198696000001868221,4
4198696000001800109,1
4198696000001791080,1
4198696000001743119,2
4198696000001735467,1
4198696000001715861,1
4198696000001715735,1
4198696000001715581,1
4198696000001715219,1
4198696000001686934,2
4198696000001685102,1.5
4198696000001685057,1.3333333333333333
4198696000001685039,1
4198696000001674967,2
4198696000001674949,1.125
4198696000001674931,1.3333333333333333
4198696000001674913,1.25
4198696000001674904,1.2
4198696000001674895,1
4198696000001674850,1.3333333333333333
4198696000001674841,1
4198696000001674823,1
4198696000001674805,1.25
4198696000001674796,1.25
4198696000001674778,2
4198696000001674260,1.3333333333333333
4198696000001674251,1
4198696000001674010,1
4198696000001674001,3.235294117647059
4198696000001673403,1.3333333333333333
4198696000001663046,1
4198696000001630965,1
4198696000001630956,1
4198696000001629811,1
4198696000001629573,1
4198696000001629483,2
4198696000001615373,1.6666666666666667
4198696000001615364,1.5
4198696000001615346,1
4198696000001615337,1
4198696000001615328,1
4198696000001615310,1.3333333333333333
4198696000001615292,2.6666666666666665
4198696000001615283,1.2857142857142858
4198696000001615274,1.2857142857142858
4198696000001615256,2
4198696000001615220,2
4198696000001615202,1.8333333333333333
4198696000001615166,2
4198696000001615148,2
4198696000001615121,2
4198696000001615094,2
4198696000001615076,2
4198696000001615049,2
4198696000001614995,2
4198696000001614986,2
4198696000001614959,2
4198696000001614923,3
4198696000001614905,2
4198696000001614887,1.75
4198696000001614869,2
4198696000001614860,2
4198696000001614851,2
4198696000001614842,1.6666666666666667
4198696000001614815,1.6666666666666667
4198696000001614806,2.3333333333333335
4198696000001614779,1
4198696000001614761,2
4198696000001614743,2
4198696000001614725,2.6
4198696000001614707,2
4198696000001614680,1
4198696000001614662,3.5
4198696000001614653,1.6
4198696000001614644,2
4198696000001614608,1.6666666666666667
4198696000001614590,2
4198696000001614518,1
4198696000001614491,1
4198696000001614482,1
4198696000001614437,1.6666666666666667
4198696000001614428,1.6666666666666667
4198696000001614392,1
4198696000001614356,1
4198696000001614311,1
4198696000001614293,1
4198696000001614275,1
4198696000001614257,1
4198696000001614248,1.6666666666666667
4198696000001614230,1
4198696000001614221,1
4198696000001614167,1
4198696000001614158,1
4198696000001614149,1
4198696000001614140,1
4198696000001614077,1
4198696000001614068,1
4198696000001614059,2
4198696000001614050,1.1666666666666667
4198696000001614041,1.75
4198696000001614032,1.5
4198696000001613960,1
4198696000001613942,1
4198696000001613933,1
4198696000001613897,1
4198696000001613852,1
4198696000001613825,1
4198696000001613816,1
4198696000001613798,1
4198696000001613780,1.25
4198696000001613762,1
4198696000001613726,1
4198696000001613708,1.25
4198696000001613690,1.3333333333333333
4198696000001613681,1.5714285714285714
4198696000001613672,1
4198696000001613645,1
4198696000001613618,1
4198696000001613573,1
4198696000001613564,1
4198696000001613546,1
4198696000001613537,1
4198696000001613510,1
4198696000001613474,1
4198696000001613429,1.125
4198696000001613420,1
4198696000001613411,1
4198696000001613393,1
4198696000001613357,1
4198696000001613348,1
4198696000001613330,1
4198696000001613312,1
4198696000001613294,1
4198696000001613276,1.6666666666666667
4198696000001613240,2.4
4198696000001613150,2
4198696000001613141,1.3333333333333333
4198696000001613132,1.8333333333333333
4198696000001613123,2
4198696000001613114,1.5
4198696000001613105,2.2
4198696000001613078,1.5
4198696000001613069,2.142857142857143
4198696000001613051,1.3333333333333333
4198696000001613042,2
4198696000001613015,2.5
4198696000001612997,1.1428571428571428
4198696000001612988,1.7142857142857142
4198696000001612970,1.3333333333333333
4198696000001612961,1.75
4198696000001612925,1.5
4198696000001612898,1
4198696000001612871,1.5
4198696000001612853,1.8888888888888888
4198696000001612835,2
4198696000001612826,2
4198696000001612736,1.5
4198696000001612682,1
4198696000001612673,1.5
4198696000001612619,1.5
4198696000001612592,1
4198696000001612583,1.5
4198696000001612529,1.5
4198696000001612520,1.625
4198696000001612502,1
4198696000001612484,1.6666666666666667
4198696000001612475,1.3333333333333333
4198696000001612448,1
4198696000001612394,1
4198696000001612367,1
4198696000001612349,1.6
4198696000001612340,1.5
4198696000001612277,1
4198696000001612232,2
4198696000001612178,2
4198696000001612133,1.3333333333333333
4198696000001612124,1
4198696000001612079,1.6666666666666667
4198696000001612043,1.5
4198696000001612016,2
4198696000001611989,1.9230769230769231
4198696000001611971,1.8
4198696000001611962,3
4198696000001611944,2.1818181818181817
4198696000001611926,1.5
4198696000001611917,2.6875
4198696000001611908,2.2
4198696000001611872,1.8333333333333333
4198696000001611863,2
4198696000001611845,1.6666666666666667
4198696000001611827,1.6666666666666667
4198696000001611791,1
4198696000001611719,2
4198696000001611710,1.5
4198696000001611683,1
4198696000001611665,1.25
4198696000001611638,1
4198696000001611602,2.4
4198696000001611584,2.5454545454545454
4198696000001611575,2
4198696000001611557,1
4198696000001611548,1.5
4198696000001611539,1.25
4198696000001611521,1
4198696000001611476,1.5
4198696000001611449,1
4198696000001611431,1
4198696000001611359,1
4198696000001611269,2.1666666666666665
4198696000001611251,1.6666666666666667
4198696000001611233,1
4198696000001611224,1.3333333333333333
4198696000001611215,1.5
4198696000001611179,1.6
4198696000001611161,1
4198696000001611143,2.5
4198696000001611134,1.7142857142857142
4198696000001611125,1
4198696000001611089,1
4198696000001611044,4
4198696000001611026,1
4198696000001611008,1.375
4198696000001610990,1.2
4198696000001610981,1.3333333333333333
4198696000001610972,1.5
4198696000001610954,1.8
4198696000001610936,1.75
4198696000001610909,1.75
4198696000001610891,1.75
4198696000001610864,1.8571428571428572
4198696000001610855,1.5
4198696000001610846,1.75
4198696000001610837,1.4
4198696000001610783,2
4198696000001610765,1.6666666666666667
4198696000001610738,3
4198696000001610720,1.5
4198696000001610675,1
4198696000001610666,1.25
4198696000001610639,1
4198696000001610630,2
4198696000001610612,1
4198696000001610567,1.75
4198696000001610558,1
4198696000001610522,1.25
4198696000001610495,1
4198696000001610477,1.5454545454545454
4198696000001610468,1.7777777777777777
4198696000001610450,3.6470588235294117
4198696000001610423,1.5
4198696000001610414,1.6666666666666667
4198696000001610360,2
4198696000001610333,2
4198696000001610315,2
4198696000001610306,1.8
4198696000001610288,3.5833333333333335
4198696000001610279,2
4198696000001610261,1.5
4198696000001610252,2
4198696000001610225,3.588235294117647
4198696000001610207,1.8
4198696000001610198,1.6666666666666667
4198696000001610189,2
4198696000001610180,2.1666666666666665
4198696000001610171,1.5
4198696000001610162,1.6666666666666667
4198696000001610153,2.5
4198696000001610144,1.6
4198696000001610126,1.25
4198696000001610117,2
4198696000001610108,1.25
4198696000001610099,1.4545454545454546
4198696000001610072,2.125
4198696000001610054,1.8333333333333333
4198696000001531090,2
4198696000001522218,1.75
4198696000001522209,1.5
4198696000001522110,1
4198696000001481320,2
4198696000001481284,1
4198696000001481266,1
4198696000001481113,1.1428571428571428
4198696000001481104,1.3333333333333333
4198696000001481095,1
4198696000001481086,1.7142857142857142
4198696000001441306,1
4198696000001441114,1
4198696000001424067,2
4198696000001408352,1.8571428571428572
4198696000001408334,1
4198696000001408325,1.2
4198696000001408280,1
4198696000001408253,1
4198696000001408235,1
4198696000001408217,1
4198696000001408199,1
4198696000001408181,1
4198696000001408163,1.3333333333333333
4198696000001408145,1
4198696000001408127,1
4198696000001408109,2.0833333333333335
4198696000001408055,1.5
4198696000001408046,1
4198696000001408037,1
4198696000001408019,1.25
4198696000001408010,1.1666666666666667
4198696000001408001,1
4198696000001407965,1
4198696000001407929,1
4198696000001407911,1
4198696000001407893,1
4198696000001407776,1
4198696000001407722,1
4198696000001407686,1
4198696000001407650,1.25
4198696000001407596,1
4198696000001407452,1
4198696000001407416,1
4198696000001407344,1.1428571428571428
4198696000001407317,1
4198696000001407299,2.1666666666666665
4198696000001407290,1
4198696000001407245,1
4198696000001407227,1.5
4198696000001407191,1
4198696000001407173,1
4198696000001407065,1
4198696000001407011,2
4198696000001406912,1
4198696000001406867,1.8
4198696000001406849,2
4198696000001406840,1
4198696000001406813,1
4198696000001406786,1
4198696000001406777,1
4198696000001406759,1.4
4198696000001406732,1
4198696000001406705,1
4198696000001406687,1.3333333333333333
4198696000001406669,1
4198696000001406660,1
4198696000001406651,1.1666666666666667
4198696000001406642,1
4198696000001406606,1
4198696000001406543,1
4198696000001406534,1
4198696000001406498,1.5
4198696000001406480,2
4198696000001406453,1
4198696000001406426,1
4198696000001406381,1
4198696000001406327,1
4198696000001406309,1
4198696000001406282,1
4198696000001406255,1
4198696000001406237,1.8888888888888888
4198696000001402019,1
4198696000001391001,1.25
4198696000001338108,1
4198696000001300164,1.25
4198696000001223116,1
4198696000001223010,1
4198696000001197375,1
4198696000001197109,2
4198696000001197001,3.8181818181818183
4198696000001153072,1
4198696000001108102,1.3333333333333333
4198696000001096574,2
4198696000001096538,2
4198696000001096502,1
4198696000001096466,1
4198696000001096421,1
4198696000001096304,1
4198696000001089370,0.19166666666666665
4198696000001089352,0.16666666666666666
4198696000001089343,0.3385714285714286
4198696000001089334,0.9019999999999999
4198696000001089325,0.7966666666666666
4198696000001089316,0.17300000000000001
4198696000001089307,0.4
4198696000001089298,4
4198696000001089289,8.166666666666666
4198696000001089262,3.5
4198696000001089253,7.2
4198696000001089244,7
4198696000001089235,3.5
4198696000001089226,4.4
4198696000001089217,10.75
4198696000001089208,14
4198696000001089199,9.666666666666666
4198696000001089181,19.428571428571427
4198696000001089172,3.6666666666666665
4198696000001089163,7
4198696000001089154,7.333333333333333
4198696000001089145,10
4198696000001089136,12
4198696000001089118,5.555555555555555
4198696000001089109,6.5
4198696000001089100,12.214285714285714
4198696000001089091,8.333333333333334
4198696000001089082,6.4
4198696000001086466,1.5
4198696000001086457,1
4198696000001086448,1
4198696000001086439,1.125
4198696000001086430,1.1428571428571428
4198696000001086421,1.5454545454545454
4198696000001086412,1
4198696000001086403,1
4198696000001086376,1
4198696000001086358,1.2857142857142858
4198696000001086349,1.1666666666666667
4198696000001086340,1.3333333333333333
4198696000001085209,2
4198696000001057791,1
4198696000001057513,1
4198696000001057338,1.6
4198696000001048284,12
4198696000001046649,1
4198696000001046613,1
4198696000001046595,1
4198696000001046577,1
4198696000001046550,1
4198696000001046415,1
4198696000001046253,1
4198696000001046208,1
4198696000001046190,1
4198696000001046118,1
4198696000001046037,1
4198696000001045920,1
4198696000001045893,1
4198696000001045857,1
4198696000001045794,1
4198696000001045758,1
4198696000001045749,1.1666666666666667
4198696000001045740,1
4198696000001045722,2
4198696000001045713,1
4198696000001045704,1
4198696000001045695,1
4198696000001045641,1
4198696000001045605,1
4198696000001045587,1.1428571428571428
4198696000001045578,1.25
4198696000001045569,1.25
4198696000001045533,1
4198696000001045479,1
4198696000001045452,1
4198696000001045425,1
4198696000001041121,3
4198696000001041112,3.6
4198696000001041094,5.75
4198696000001041076,4
4198696000001041067,5.75
4198696000001041049,4.166666666666667
4198696000001041031,4.25
4198696000001041022,4.166666666666667
4198696000001041013,6.142857142857143
4198696000001041004,4.2727272727272725
4198696000001040986,1
4198696000001040968,1.5
4198696000001040950,4.5
4198696000001040941,5.705882352941177
4198696000001040923,1
4198696000001040896,1
4198696000001040887,2
4198696000001040878,1.2
4198696000001040860,1
4198696000001040797,2.3333333333333335
4198696000001040770,1.3333333333333333
4198696000001040761,1.3333333333333333
4198696000001040707,1
4198696000001040635,1
4198696000001040599,2
4198696000001040590,2
4198696000001040581,2.8
4198696000001040572,1
4198696000001040545,1.3333333333333333
4198696000001040473,1
4198696000001040401,1.25
4198696000001040383,1
4198696000001040347,1
4198696000001040329,1.25
4198696000001040320,1.4
4198696000001040302,3.625
4198696000001040266,1.8
4198696000001040221,1
4198696000001040185,1.6666666666666667
4198696000001040158,1
4198696000001040131,1
4198696000001040032,1
4198696000001039978,1
4198696000001039942,1
4198696000001039879,1
4198696000001039825,1
4198696000001039816,1
4198696000001039807,1
4198696000001039798,1
4198696000001039771,1.2
4198696000001039744,1.8
4198696000001039735,1.8333333333333333
4198696000001039717,1
4198696000001039663,2
4198696000001039654,1.25
4198696000001039645,1.25
4198696000000983005,1.25
4198696000000899826,1.5714285714285714
4198696000000899790,4.083333333333333
4198696000000899781,4.008333333333334
4198696000000899736,2
4198696000000899709,1.5
4198696000000899700,1.6666666666666667
4198696000000899691,1
4198696000000899052,1.25
4198696000000899034,1.25
4198696000000898971,2
4198696000000898890,2
4198696000000898881,2
4198696000000898773,2
4198696000000898737,2
4198696000000898620,2
4198696000000898584,2
4198696000000898575,2
4198696000000898539,1
4198696000000898485,1
4198696000000898296,1
4198696000000898233,1
4198696000000898206,1
4198696000000898179,1
4198696000000898152,1
4198696000000898116,1
4198696000000898035,1
4198696000000897981,1
4198696000000897963,1
4198696000000897927,1.5
4198696000000897900,1
4198696000000897855,1
4198696000000897801,1
4198696000000897774,1
4198696000000897702,1
4198696000000897675,1
4198696000000897666,1
4198696000000897594,1
4198696000000897567,1
4198696000000897540,1
4198696000000897351,1
4198696000000897315,1
4198696000000897297,1
4198696000000897288,1
4198696000000897270,1
4198696000000866544,1.6363636363636365
4198696000000866215,1.5
4198696000000866197,1
4198696000000866161,1
4198696000000866134,1
4198696000000866116,1
4198696000000866080,1
4198696000000866044,1
4198696000000866026,1
4198696000000866017,1.2857142857142858
4198696000000865999,1
4198696000000865972,1
4198696000000865945,1
4198696000000865927,1
4198696000000865891,1
4198696000000865873,1
4198696000000865837,1
4198696000000865810,1
4198696000000865783,1
4198696000000865756,1
4198696000000865720,1
4198696000000865693,1
4198696000000865648,1
4198696000000865612,1
4198696000000865450,1
4198696000000865441,1.5
4198696000000865396,1
4198696000000865378,1
4198696000000865306,1
4198696000000865297,1
4198696000000865279,1.5
4198696000000865261,1
4198696000000865243,1.3333333333333333
4198696000000865234,1.4545454545454546
4198696000000865225,1.4545454545454546
4198696000000865216,1.5
4198696000000865189,1.6666666666666667
4198696000000865180,2
