Item_ID,SKU,Product_ID,Sales_24M_Qty,Sales_24M_Net,Avg_Demand_6M,Last_Purchase_Price,On_Hand_Qty,Cost_Fallback,Resolved_Unit_Cost,Resolved_On_Hand_Qty,Coverage_Months,Reorder_Flag,Stock_Shortfall,Months_Short,Inventory_Value,Has_Last_Purchase,Has_On_Hand,SKU_Rule_Violation
4198696000000865243,510-003,,8,412829,1.3333333333333333,,8,37931.88,37931.88,8,6,0,0,0,303455.04,0,1,0
4198696000000669561,3-8,,4,34270,1.3333333333333333,,0,6058.92,6058.92,0,0,1,1.3333333333333333,1,,0,1,0
4198696000004015188,800-451,,1,13500,1,,0,8800,8800,0,0,1,1,1,,0,1,0
4198696000012342920,376-3144,,1,10212,1,,1,7224,7224,1,1,0,0,0,7224,0,1,0
4198696000019394294,800-2796,,1,18952,1,,0,13500,13500,0,0,1,1,1,,0,1,0
4198696000012371757,44-1097,,8,6400,4,,4,495,495,4,1,0,0,0,1980,0,1,0
4198696000006449328,72-3071,,3,21600,1,,1,4691.7,4691.7,1,1,0,0,0,4691.7,0,1,0
4198696000001629573,800-055,,1,14200,1,,0,9253.62,9253.62,0,0,1,1,1,,0,1,0
4198696000011516281,800-2011,,1,54600,1,,0,35477.5,35477.5,0,0,1,1,1,,0,1,0
4198696000003952296,530-1023,,2,13800,1,,6,4500,4500,6,6,0,0,0,27000,0,1,0
4198696000015213467,800-2293,,2,172895,1,,0,59990,59990,0,0,1,1,1,,0,1,0
4198696000000864073,509-2012,,1,44600,1,,4,33384.13,33384.13,4,4,0,0,0,133536.52,0,1,0
4198696000000679609,72-1083,,9,41800,2.25,,3,3024.97,3024.97,3,1.3333333333333333,0,0,0,9074.91,0,1,0
4198696000005510142,509-0218,,7,137228,1.4,,2,13263.66,13263.66,2,1.4285714285714286,0,0,0,26527.32,0,1,0
4198696000006515345,533-014,,19,489789.07,2.111111111111111,,6,17500,17500,6,2.8421052631578947,0,0,0,105000,0,1,0
4198696000027395360,800-3858,,1,8372,1,,0,5918.13,5918.13,0,0,1,1,1,,0,1,0
4198696000000138511,41-120,,1,6600,1,,4,2703.36,2703.36,4,4,0,0,0,10813.44,0,1,0
4198696000000670497,3-112,,12,21939.86,1.3333333333333333,,6,1384.15,1384.15,6,4.5,0,0,0,8304.900000000001,0,1,0
4198696000001407902,524-0547,,1,8600,1,,0,5600,5600,0,0,1,1,1,,0,1,0
4198696000033386815,800-4534,,1,14071,1,,0,7786.8,7786.8,0,0,1,1,1,,0,1,0
4198696000017644982,800-2503,,2,32000,2,,0,10450,10450,0,0,1,2,1,,0,1,0
4198696000031051750,800-4299,,1,6977.88,1,,0,3735,3735,0,0,1,1,1,,0,1,0
4198696000029015881,800-4084,,1,70796.46,1,,0,51990,51990,0,0,1,1,1,,0,1,0
4198696000007811525,118-507,,6,9504,1.2,,94,1150,1150,94,78.33333333333334,0,0,0,108100,0,1,0
4198696000011594620,531-017,,3,63979.33,1,,2,19900,19900,2,2,0,0,0,39800,0,1,0
4198696000003539529,72-1093,,1,4800,1,,1,2976.14,2976.14,1,1,0,0,0,2976.14,0,1,0
4198696000026763763,800-3773,,1,23700,1,,0,15500,15500,0,0,1,1,1,,0,1,0
4198696000016204661,800-2370,,2,6600,2,,0,2150,2150,0,0,1,2,1,,0,1,0
4198696000017936489,800-2543,,1,26588,1,,0,18900,18900,0,0,1,1,1,,0,1,0
4198696000010799566,800-1903,,1,17900,1,,0,10900,10900,0,0,1,1,1,,0,1,0
4198696000012819320,95-2011,,5,25400,2.5,,10,5075,5075,10,4,0,0,0,50750,0,1,0
4198696000006583779,517-1038,,3,78800,1,,1,17136,17136,1,1,0,0,0,17136,0,1,0
4198696000001612997,528-0036,,8,142036,1.1428571428571428,,2,12150,12150,2,1.75,0,0,0,24300,0,1,0
4198696000010346108,72-3109,,4,46000,2,,2,7494,7494,2,1,0,0,0,14988,0,1,0
4198696000000144694,419-13,,10,216000,2.5,,39,11000,11000,39,15.6,0,0,0,429000,0,1,0
4198696000012368019,44-1071,,4,7539.82,2,,2,1250,1250,2,1,0,0,0,2500,0,1,0
4198696000010636615,529-079,,2,55000,1,,2,18000,18000,2,2,0,0,0,36000,0,1,0
4198696000019056149,72-3317,,3,25988,1.5,,4,5797.5,5797.5,4,2.6666666666666665,0,0,0,23190,0,1,0
4198696000015720290,800-2327,,1,115000,1,,0,66371.68,66371.68,0,0,1,1,1,,0,1,0
4198696000012946715,800-1711,,1,21300,1,,0,13900,13900,0,0,1,1,1,,0,1,0
4198696000006129238,800-1012,,2,64500,1,,0,20956.8,20956.8,0,0,1,1,1,,0,1,0
4198696000000865450,510-026,,3,1128266,1,,1,266000,266000,1,1,0,0,0,266000,0,1,0
4198696000014520078,800-2249,,1,18800,1,,0,12259.58,12259.58,0,0,1,1,1,,0,1,0
4198696000003952865,530-2003,,1,3600,1,,3,2340,2340,3,3,0,0,0,7020,0,1,0
4198696000027282336,800-3821,,3,202394.7,1.5,,0,45653.71,45653.71,0,0,1,1.5,1,,0,1,0
4198696000000898575,502-005,,8,142600,2,,6,8313.9,8313.9,6,3,0,0,0,49883.399999999994,0,1,0
4198696000017812898,800-2528,,2,221600,2,,0,72600,72600,0,0,1,2,1,,0,1,0
4198696000024532555,800-3480,,2,157060,2,,0,52711.19,52711.19,0,0,1,2,1,,0,1,0
4198696000012190614,376-3164,,2,24400,1,,2,7965.5,7965.5,2,2,0,0,0,15931,0,1,0
4198696000011316886,534-0035,,7,17384,1.75,,11,1695,1695,11,6.285714285714286,0,0,0,18645,0,1,0
4198696000014168311,800-2208,,1,6600,1,,0,4294.64,4294.64,0,0,1,1,1,,0,1,0
4198696000001611116,520-0074,,2,47000,1,,5,15365.53,15365.53,5,5,0,0,0,76827.65000000001,0,1,0
4198696000032310468,800-4450,,2,74513.27,2,,0,23805.31,23805.31,0,0,1,2,1,,0,1,0
4198696000018627863,67-1005,,3,223681.42,1.5,,27,45500,45500,27,18,0,0,0,1228500,0,1,0
4198696000018627836,259-1033,,1,7400,1,,49,3600,3600,49,49,0,0,0,176400,0,1,0
4198696000031243579,800-4333,,1,15876.11,1,,0,10000,10000,0,0,1,1,1,,0,1,0
4198696000006723342,106-1003,,37,154371.75,4.625,,10,2800,2800,10,2.1621621621621623,0,0,0,28000,0,1,0
4198696000029378189,800-4142,,1,27955.75,1,,0,23000,23000,0,0,1,1,1,,0,1,0
4198696000023704109,800-3378,,2,53400,2,,0,17420,17420,0,0,1,2,1,,0,1,0
4198696000023416844,800-3310,,1,4370,1,,0,3000,3000,0,0,1,1,1,,0,1,0
4198696000031091251,800-4310,,1,13433.63,1,,0,7205,7205,0,0,1,1,1,,0,1,0
4198696000013371428,800-2108,,1,62600,1,,0,44402,44402,0,0,1,1,1,,0,1,0
4198696000006468933,800-1096,,1,13500,1,,0,8800,8800,0,0,1,1,1,,0,1,0
4198696000001613573,521-0022,,3,66000,1,,2,14402.36,14402.36,2,2,0,0,0,28804.72,0,1,0
4198696000001612835,518-0575,,8,114144,2,,3,9573.83,9573.83,3,1.5,0,0,0,28721.489999999998,0,1,0
4198696000020314354,800-2935,,1,5244,1,,0,3700,3700,0,0,1,1,1,,0,1,0
4198696000012316107,44-1051,,4,8832,2,,2,1495,1495,2,1,0,0,0,2990,0,1,0
4198696000001407065,524-0112,,1,2900,1,,2,1900,1900,2,2,0,0,0,3800,0,1,0
4198696000001040032,118-153,,2,5466.37,1,,38,915.2,915.2,38,38,0,0,0,34777.6,0,1,0
4198696000010346290,41-1999,,2,54800,1,,3,17900,17900,3,3,0,0,0,53700,0,1,0
4198696000008912962,800-1600,,1,5700,1,,0,3675,3675,0,0,1,1,1,,0,1,0
4198696000000865045,509-2584,,1,9400,1,,3,6150,6150,3,3,0,0,0,18450,0,1,0
4198696000027366134,800-3841,,1,15134,1,,0,7480,7480,0,0,1,1,1,,0,1,0
4198696000011490098,510-1018,,1,67300,1,,1,44101.74,44101.74,1,1,0,0,0,44101.74,0,1,0
4198696000013601096,524-0661,,2,61272,2,,2,21800,21800,2,1,0,0,0,43600,0,1,0
4198696000009867941,800-1744,,4,124000,4,,0,20000,20000,0,0,1,4,1,,0,1,0
4198696000031164525,800-4317,,1,19702.65,1,,0,13245.89,13245.89,0,0,1,1,1,,0,1,0
4198696000007454689,800-1322,,1,50700,1,,0,33200,33200,0,0,1,1,1,,0,1,0
4198696000031370616,800-4342,,1,9911.5,1,,1,4087.5,4087.5,1,1,0,0,0,4087.5,0,1,0
4198696000000862822,509-0534,,7,78329.89,1.75,,1,7470,7470,1,0.5714285714285714,1,0.75,0.4285714285714286,7470,0,1,0
4198696000001613303,518-0591,,8,318596,2.6666666666666665,,2,28738.59,28738.59,2,0.75,1,0.6666666666666665,0.25,57477.18,0,1,0
4198696000010978687,510-1060,,5,356719,1,,3,47736.26,47736.26,3,3,0,0,0,143208.78,0,1,0
4198696000031051942,800-4301,,1,16364.6,1,,0,10250,10250,0,0,1,1,1,,0,1,0
4198696000003952132,530-1010,,5,25965.5,1,,1,3625,3625,1,1,0,0,0,3625,0,1,0
4198696000000862075,509-0152,,9,122951.72,1.2857142857142858,,5,9046.63,9046.63,5,3.8888888888888884,0,0,0,45233.149999999994,0,1,0
4198696000012342938,376-3146,,2,23623.89,1,,1,7486.73,7486.73,1,1,0,0,0,7486.73,0,1,0
4198696000014168092,800-2205,,1,20900,1,,0,13664.91,13664.91,0,0,1,1,1,,0,1,0
4198696000001614140,522-0062,,3,99604,1,,1,24917.54,24917.54,1,1,0,0,0,24917.54,0,1,0
4198696000033386690,800-4533,,1,20531,1,,0,11882.5,11882.5,0,0,1,1,1,,0,1,0
4198696000027374942,800-3848,,1,21900,1,,0,14295,14295,0,0,1,1,1,,0,1,0
4198696000024805921,517-1152,,18,274168.14,4.5,,4,10102.5,10102.5,4,0.8888888888888888,1,0.5,0.11111111111111116,40410,0,1,0
4198696000024324922,800-3459,,1,18050,1,,0,7100,7100,0,0,1,1,1,,0,1,0
4198696000021434220,800-3080,,3,285988,1,,0,65990,65990,0,0,1,1,1,,0,1,0
4198696000020824636,533-144,,9,317606.43,1.5,,2,24950,24950,2,1.3333333333333333,0,0,0,49900,0,1,0
4198696000020372528,800-2947,,2,10120,2,,0,3570,3570,0,0,1,2,1,,0,1,0
4198696000020030303,800-2889,,3,58807.08,1.5,,0,12650,12650,0,0,1,1.5,1,,0,1,0
4198696000016210122,130-2029,,2,12033.19,1,,2,4610,4610,2,2,0,0,0,9220,0,1,0
4198696000012410857,800-1302,,3,193700,1,,0,45495,45495,0,0,1,1,1,,0,1,0
4198696000011718070,517-1052,,4,77096,1.3333333333333333,,4,11049.99,11049.99,4,3,0,0,0,44199.96,0,1,0
4198696000011482073,512-1015,,1,39700,1,,1,26895,26895,1,1,0,0,0,26895,0,1,0
4198696000007827013,517-1021,,1,43000,1,,0,27900,27900,0,0,1,1,1,,0,1,0
4198696000007811714,73-1004,,11,46288.65,1.375,,189,2200,2200,189,137.45454545454547,0,0,0,415800,0,1,0
4198696000006649147,522-0211,,5,210000,1,,5,27500,27500,5,5,0,0,0,137500,0,1,0
4198696000006583212,72-3252,,5,49757.52,1,,1,5902,5902,1,1,0,0,0,5902,0,1,0
4198696000006417883,509-1539,,4,122800,2,,2,20085.5,20085.5,2,1,0,0,0,40171,0,1,0
4198696000004993081,800-693,,2,69000,2,,0,22604.75,22604.75,0,0,1,2,1,,0,1,0
4198696000004882562,800-647,,1,11800,1,,0,7700,7700,0,0,1,1,1,,0,1,0
4198696000003976090,530-3019,,5,25652,1,,1,3450,3450,1,1,0,0,0,3450,0,1,0
4198696000003679430,530-0022,,3,15300,1,,7,3310,3310,7,7,0,0,0,23170,0,1,0
4198696000002373115,529-112,,5,130000,2.5,,3,17000,17000,3,1.2,0,0,0,51000,0,1,0
4198696000001610477,520-0057,,17,311316.64,1.5454545454545454,,16,10998.61,10998.61,16,10.352941176470589,0,0,0,175977.76,0,1,0
4198696000001610189,519-0046,,6,94600,2,,2,10433.4,10433.4,2,1,0,0,0,20866.8,0,1,0
4198696000001406687,524-0070,,4,23040,1.3333333333333333,,3,3900,3900,3,2.25,0,0,0,11700,0,1,0
4198696000001089181,127-1013,,136,78094.73,19.428571428571427,,53,371.42,371.42,53,2.7279411764705883,0,0,0,19685.260000000002,0,1,0
4198696000001040473,88-17,,3,40250,1,,117,6000,6000,117,117,0,0,0,702000,0,1,0
4198696000001039825,274-6,,3,2596.46,1,,17,344.96,344.96,17,17,0,0,0,5864.32,0,1,0
4198696000000865189,509-2600,,10,71174.32,1.6666666666666667,,4,4900,4900,4,2.4,0,0,0,19600,0,1,0
4198696000000861733,509-0114,,7,84501,1.4,,4,8043.82,8043.82,4,2.857142857142857,0,0,0,32175.28,0,1,0
4198696000000861121,509-0046,,2,19200,1,,2,6551.09,6551.09,2,2,0,0,0,13102.18,0,1,0
4198696000000860779,509-0008,,4,50304,1,,6,8560.61,8560.61,6,6,0,0,0,51363.66,0,1,0
4198696000000677791,376-66,,6,19449.47,1.5,,7,2217.67,2217.67,7,4.666666666666667,0,0,0,15523.69,0,1,0
4198696000000677260,376-7,,4,38800,1,,0,6055.46,6055.46,0,0,1,1,1,,0,1,0
4198696000000139771,86-33,,6,3600,2,,194,197.12,197.12,194,97,0,0,0,38241.28,0,1,0
4198696000005493038,529-069,,20,497027.84,2.857142857142857,,7,17000,17000,7,2.4499999999999997,0,0,0,119000,0,1,0
4198696000000679267,72-1045,,11,41801.83,1.375,,9,2677.5,2677.5,9,6.545454545454546,0,0,0,24097.5,0,1,0
4198696000000143614,246-367,,5,49350,1.6666666666666667,,5,3850.88,3850.88,5,3,0,0,0,19254.4,0,1,0
4198696000000137557,14-21,,6,6352,1,,44,218.24,218.24,44,44,0,0,0,9602.560000000001,0,1,0
4198696000018194463,510-1057,,3,267646.19,1.5,,3,65201.31,65201.31,3,2,0,0,0,195603.93,0,1,0
4198696000011767151,800-2044,,1,68000,1,,0,42990,42990,0,0,1,1,1,,0,1,0
4198696000005166442,72-3060,,3,22200,1,,4,4848,4848,4,4,0,0,0,19392,0,1,0
4198696000004715319,800-604,,2,8800,2,,0,3200,3200,0,0,1,2,1,,0,1,0
4198696000000898908,502-042,,4,97500,2,,6,16384.22,16384.22,6,3,0,0,0,98305.32,0,1,0
4198696000000513156,259-141,,1,13800,1,,0,1,1,0,0,1,1,1,,0,1,0
4198696000000142822,214-108,,1,7176,1,,19,2956.8,2956.8,19,19,0,0,0,56179.200000000004,0,1,0
4198696000009867578,800-1743,,1,55000,1,,0,30927.06,30927.06,0,0,1,1,1,,0,1,0
4198696000006545403,106-2008,,3,8262.39,1,,3,1858.4,1858.4,3,3,0,0,0,5575.200000000001,0,1,0
4198696000000899835,503-037,,15,38400.89,5,,9,1677,1677,9,1.8,0,0,0,15093,0,1,0
4198696000000138889,44-75,,1,500,1,,99,154.88,154.88,99,99,0,0,0,15333.119999999999,0,1,0
4198696000032213332,800-4427,,1,294836.28,1,,0,248168.84,248168.84,0,0,1,1,1,,0,1,0
4198696000028572105,520-0178,,2,48768,2,,1,13354.23,13354.23,1,0.5,1,1,0.5,13354.23,0,1,0
4198696000028282644,800-3967,,1,39376,1,,0,28000,28000,0,0,1,1,1,,0,1,0
4198696000025079297,800-3549,,1,18308,1,,0,13041,13041,0,0,1,1,1,,0,1,0
4198696000023434150,800-3316,,16,14400,16,,0,550,550,0,0,1,16,1,,0,1,0
4198696000023124676,800-3268,,1,43424,1,,,30919.27,30919.27,0,0,1,1,1,,0,0,0
4198696000021432075,800-3073,,1,3000,1,,0,1500,1500,0,0,1,1,1,,0,1,0
4198696000020178134,800-2916,,1,75000,1,,0,47009,47009,0,0,1,1,1,,0,1,0
4198696000020072614,800-2903,,2,151300,1,,0,48030.6,48030.6,0,0,1,1,1,,0,1,0
4198696000006842398,800-1204,,1,35100,1,,0,23000,23000,0,0,1,1,1,,0,1,0
4198696000002921293,800-216,,2,44700,1,,0,19500,19500,0,0,1,1,1,,0,1,0
4198696000001614626,522-0039,,2,58619.47,2,,2,23577.19,23577.19,2,1,0,0,0,47154.38,0,1,0
4198696000000861571,509-0096,,1,7650.44,1,,2,5917.74,5917.74,2,2,0,0,0,11835.48,0,1,0
4198696000000677323,376-14,,2,21200,1,,2,7423.93,7423.93,2,2,0,0,0,14847.86,0,1,0
4198696000000138034,15-162,,1,13000,1,,49,4836.48,4836.48,49,49,0,0,0,236987.52,0,1,0
4198696000023792821,800-3397,,2,34040,2,,0,12122.51,12122.51,0,0,1,2,1,,0,1,0
4198696000002715001,800-180,,2,11200,1,,0,3613.36,3613.36,0,0,1,1,1,,0,1,0
4198696000000139735,86-27,,4,640,2,,96,35.2,35.2,96,48,0,0,0,3379.2000000000003,0,1,0
4198696000029007012,800-4070,,1,34400,1,,0,22500,22500,0,0,1,1,1,,0,1,0
4198696000026427501,800-3704,,2,20600,2,,0,6700,6700,0,0,1,2,1,,0,1,0
4198696000021620046,800-3085,,1,69300,1,,0,44573,44573,0,0,1,1,1,,0,1,0
4198696000018731284,800-2649,,1,27800,1,,0,18200,18200,0,0,1,1,1,,0,1,0
4198696000018523344,800-2624,,1,1650,1,,0,1320,1320,0,0,1,1,1,,0,1,0
4198696000015399131,517-1082,,1,32200,1,,1,21054,21054,1,1,0,0,0,21054,0,1,0
4198696000014419655,800-2244,,1,22100,1,,0,15987.56,15987.56,0,0,1,1,1,,0,1,0
4198696000009774723,800-1721,,1,7000,1,,0,5900,5900,0,0,1,1,1,,0,1,0
4198696000003976063,530-3016,,1,9292.03,1,,1,7238,7238,1,1,0,0,0,7238,0,1,0
4198696000003679354,530-0014,,1,5795,1,,3,3990,3990,3,3,0,0,0,11970,0,1,0
4198696000001039861,85-117,,3,2700,3,,17,387.2,387.2,17,5.666666666666667,0,0,0,6582.4,0,1,0
4198696000000677152,168-2032,,1,1000,1,,9,643.77,643.77,9,9,0,0,0,5793.93,0,1,0
4198696000005387728,72-3025,,2,15400,2,,2,5034,5034,2,1,0,0,0,10068,0,1,0
4198696000025886736,800-3646,,2,44600,2,,0,14603.59,14603.59,0,0,1,2,1,,0,1,0
4198696000023774374,800-3390,,1,6800,1,,0,4400,4400,0,0,1,1,1,,0,1,0
4198696000009345275,41-2003,,13,155858.31,2.1666666666666665,,4,7950,7950,4,1.8461538461538463,0,0,0,31800,0,1,0
4198696000004421655,83-2019,,8,123066,2,,92,7776.6,7776.6,92,46,0,0,0,715447.2000000001,0,1,0
4198696000001089100,127-1004,,171,64672.75,12.214285714285714,,43,203.16,203.16,43,3.52046783625731,0,0,0,8735.88,0,1,0
4198696000000860851,509-0016,,4,40376,1,,2,6717.13,6717.13,2,2,0,0,0,13434.26,0,1,0
4198696000001613951,522-0154,,3,103900,1,,0,24475.78,24475.78,0,0,1,1,1,,0,1,0
4198696000005905447,517-1104,,1,34400,1,,1,22532,22532,1,1,0,0,0,22532,0,1,0
4198696000000136900,11-228,,1,18000,1,,5,7018.88,7018.88,5,5,0,0,0,35094.4,0,1,0
4198696000021192003,512-1007,,1,9200,1,,2,6500,6500,2,2,0,0,0,13000,0,1,0
4198696000031553632,800-4375,,1,11150.44,1,,0,6200,6200,0,0,1,1,1,,0,1,0
4198696000028506939,800-4004,,2,5800,2,,0,1875,1875,0,0,1,2,1,,0,1,0
4198696000025591972,800-3599,,2,8400,1,,0,2700,2700,0,0,1,1,1,,0,1,0
4198696000019802805,800-2868,,2,229000,1,,0,74129.15,74129.15,0,0,1,1,1,,0,1,0
4198696000018863859,800-2698,,2,114624,1,,0,39100,39100,0,0,1,1,1,,0,1,0
4198696000015145296,518-0615,,1,33856,1,,1,24120,24120,1,1,0,0,0,24120,0,1,0
4198696000011295160,533-079,,5,219382,1,,3,29985,29985,3,3,0,0,0,89955,0,1,0
4198696000010805568,12-1015,,13,930540.18,1.625,,19,36000,36000,19,11.692307692307692,0,0,0,684000,0,1,0
4198696000010805093,245-2007,,4,125349.56,1,,46,17000,17000,46,46,0,0,0,782000,0,1,0
4198696000010545183,72-3227,,10,70600,3.3333333333333335,,2,4517.5,4517.5,2,0.6,1,1.3333333333333335,0.4,9035,0,1,0
4198696000010251435,41-1998,,4,74872,1.3333333333333333,,2,12500,12500,2,1.5,0,0,0,25000,0,1,0
4198696000009449467,528-0118,,4,39008,4,,4,6895,6895,4,1,0,0,0,27580,0,1,0
4198696000009002476,800-1620,,2,58000,1,,0,18990,18990,0,0,1,1,1,,0,1,0
4198696000008244482,800-1472,,2,7400,2,,0,2363,2363,0,0,1,2,1,,0,1,0
4198696000006998180,800-1255,,3,4081.42,1.5,,0,760,760,0,0,1,1.5,1,,0,1,0
4198696000006242001,512-260,,7,126526.1,1.4,,2,12995,12995,2,1.4285714285714286,0,0,0,25990,0,1,0
4198696000002572995,529-038,,7,619216,1.4,,5,60000,60000,5,3.5714285714285716,0,0,0,300000,0,1,0
4198696000002572743,529-007,,17,421200,3.4,,4,17000,17000,4,1.1764705882352942,0,0,0,68000,0,1,0
4198696000001674805,526-0006,,5,39344,1.25,,2,5213.35,5213.35,2,1.6,0,0,0,10426.7,0,1,0
4198696000001096466,523-0020,,1,7800,1,,2,5100,5100,2,2,0,0,0,10200,0,1,0
4198696000000898233,504-117,,1,15300,1,,0,9964.89,9964.89,0,0,1,1,1,,0,1,0
4198696000000864226,509-2029,,1,44600,1,,1,29229.61,29229.61,1,1,0,0,0,29229.61,0,1,0
4198696000000862228,509-0169,,10,174522.37,1.4285714285714286,,5,12018.29,12018.29,5,3.5,0,0,0,60091.450000000004,0,1,0
4198696000000862003,509-0144,,8,175104,1.6,,4,14884.34,14884.34,4,2.5,0,0,0,59537.36,0,1,0
4198696000000139636,86-1,,19,28360,2.7142857142857144,,81,598.4,598.4,81,29.842105263157894,0,0,0,48470.4,0,1,0
4198696000000679420,72-1062,,6,30100.88,1.5,,1,2824.5,2824.5,1,0.6666666666666666,1,0.5,0.33333333333333337,2824.5,0,1,0
4198696000032273158,800-4447,,2,42400,2,,0,10850,10850,0,0,1,2,1,,0,1,0
4198696000030248680,800-4247,,1,10176.99,1,,0,7505.26,7505.26,0,0,1,1,1,,0,1,0
4198696000028108024,800-3945,,1,34408,1,,0,24500,24500,0,0,1,1,1,,0,1,0
4198696000027576366,800-3865,,1,58000,1,,0,37928.25,37928.25,0,0,1,1,1,,0,1,0
4198696000026474451,800-3727,,1,74100,1,,0,51092.79,51092.79,0,0,1,1,1,,0,1,0
4198696000022901307,800-3235,,1,77500,1,,0,50600,50600,0,0,1,1,1,,0,1,0
4198696000021205677,528-0111,,2,15960,2,,4,5500,5500,4,2,0,0,0,22000,0,1,0
4198696000015399140,517-1083,,1,32200,1,,1,18727.5,18727.5,1,1,0,0,0,18727.5,0,1,0
4198696000013328159,509-0235,,2,30720,1,,2,9900,9900,2,2,0,0,0,19800,0,1,0
4198696000012534119,800-1376,,1,5000,1,,0,2932.83,2932.83,0,0,1,1,1,,0,1,0
4198696000011856382,800-2063,,1,53940,1,,0,40600,40600,0,0,1,1,1,,0,1,0
4198696000009345039,44-1127,,2,6600,1,,1,2100,2100,1,1,0,0,0,2100,0,1,0
4198696000008624093,800-1537,,2,8456.64,1,,0,3461.7,3461.7,0,0,1,1,1,,0,1,0
4198696000004630753,800-587,,1,42500,1,,0,30950,30950,0,0,1,1,1,,0,1,0
4198696000001784001,800-091,,1,38200,1,,0,25000,25000,0,0,1,1,1,,0,1,0
4198696000001040203,173-35,,3,40300,1.5,,25,9000,9000,25,16.666666666666668,0,0,0,225000,0,1,0
4198696000021143175,509-3545,,1,18318.58,1,,2,11884.84,11884.84,2,2,0,0,0,23769.68,0,1,0
4198696000002427378,800-145,,1,11600,1,,0,7540,7540,0,0,1,1,1,,0,1,0
4198696000027105759,800-3801,,1,4600,1,,0,2950,2950,0,0,1,1,1,,0,1,0
4198696000023716225,800-3384,,1,12972,1,,0,9240,9240,0,0,1,1,1,,0,1,0
4198696000020447330,800-2976,,1,30300,1,,0,19800,19800,0,0,1,1,1,,0,1,0
4198696000018712515,800-2643,,1,12200,1,,0,7277,7277,0,0,1,1,1,,0,1,0
4198696000018234243,800-2592,,1,46200,1,,0,26781.18,26781.18,0,0,1,1,1,,0,1,0
4198696000015464976,67-1014,,1,78761.06,1,,29,44100,44100,29,29,0,0,0,1278900,0,1,0
4198696000014348019,168-2042,,2,1288,2,,4,427.78,427.78,4,2,0,0,0,1711.12,0,1,0
4198696000011047171,525-0039,,2,17664,1,,2,5990,5990,2,2,0,0,0,11980,0,1,0
4198696000010799530,800-1902,,1,32000,1,,0,20000,20000,0,0,1,1,1,,0,1,0
4198696000009719324,800-1708,,1,30600,1,,0,22277.28,22277.28,0,0,1,1,1,,0,1,0
4198696000007812119,73-1033,,2,8927.43,2,,198,3000,3000,198,99,0,0,0,594000,0,1,0
4198696000004850716,800-633,,1,101100,1,,0,73601.43,73601.43,0,0,1,1,1,,0,1,0
4198696000002584970,800-162,,1,34000,1,,0,22251.43,22251.43,0,0,1,1,1,,0,1,0
4198696000000898062,504-098,,2,26400,1,,0,8628.31,8628.31,0,0,1,1,1,,0,1,0
4198696000000138574,41-200,,1,12500,1,,4,2999.04,2999.04,4,4,0,0,0,11996.16,0,1,0
4198696000000141967,155-2,,1,13000,1,,9,7138.56,7138.56,9,9,0,0,0,64247.04,0,1,0
4198696000023132595,800-3276,,1,9000,1,,0,5800,5800,0,0,1,1,1,,0,1,0
4198696000006532711,800-1111,,2,59600,2,,0,19500,19500,0,0,1,2,1,,0,1,0
4198696000023129318,800-3269,,1,15865,1,,0,10920,10920,0,0,1,1,1,,0,1,0
4198696000021866274,800-3104,,1,2600,1,,0,1650,1650,0,0,1,1,1,,0,1,0
4198696000021316650,510-1075,,1,54057.52,1,,1,42623.68,42623.68,1,1,0,0,0,42623.68,0,1,0
4198696000020306255,3-178,,1,4048,1,,1,2841.47,2841.47,1,1,0,0,0,2841.47,0,1,0
4198696000019011099,72-3316,,1,6440,1,,1,3100,3100,1,1,0,0,0,3100,0,1,0
4198696000012410045,44-1103,,2,2400,2,,2,750,750,2,1,0,0,0,1500,0,1,0
4198696000001089361,21-2007,,0.2,2100,0.2,,1.8,7473.24,7473.24,1.8,9,0,0,0,13451.832,0,1,0
4198696000024604249,800-3491,,1,133400,1,,0,93897,93897,0,0,1,1,1,,0,1,0
4198696000008012201,800-1428,,16,30400,16,,0,1200,1200,0,0,1,16,1,,0,1,0
4198696000032970911,800-4483,,1,17257,1,,0,9962.35,9962.35,0,0,1,1,1,,0,1,0
4198696000032273837,800-4448,,1,28938.05,1,,0,17941,17941,0,0,1,1,1,,0,1,0
4198696000026698968,800-3763,,1,7500,1,,0,4500,4500,0,0,1,1,1,,0,1,0
4198696000017213937,130-1003,,5,81855.83,1.25,,1,14900,14900,1,0.8,1,0.25,0.19999999999999996,14900,0,1,0
4198696000015082614,72-3247,,20,132039.57,2.857142857142857,,0,4417.5,4417.5,0,0,1,2.857142857142857,1,,0,1,0
4198696000014664096,72-3240,,4,20596.46,1.3333333333333333,,0,3190,3190,0,0,1,1.3333333333333333,1,,0,1,0
4198696000012176898,376-3051,,7,28351.33,1.4,,4,2536.11,2536.11,4,2.857142857142857,0,0,0,10144.44,0,1,0
4198696000011834232,528-0094,,4,40800,1.3333333333333333,,2,6650,6650,2,1.5,0,0,0,13300,0,1,0
4198696000006904242,72-3140,,13,124220.88,2.6,,0,6137.5,6137.5,0,0,1,2.6,1,,0,1,0
4198696000005042230,509-0232,,2,30850,1,,3,10403.62,10403.62,3,3,0,0,0,31210.86,0,1,0
4198696000001674895,526-0016,,2,19200,1,,0,6280,6280,0,0,1,1,1,,0,1,0
4198696000001613069,528-0020,,15,220076,2.142857142857143,,4,9681.21,9681.21,4,1.8666666666666667,0,0,0,38724.84,0,1,0
