Payment ID,Payment Number,Payment Date,Customer ID,Amount (BCY),Unused Amount (BCY),Created Time,Exchange Rate,Refund Amount (BCY),Currency Code,Last Modified Time
4198696000008542035,3909,16 Aug 2024,4198696000004545669,"CRC 385,510.00",CRC 0.00,2024-08-16 09:14:03,1.00,CRC 0.00,CRC,2024-08-16 09:14:03
4198696000008542077,3910,16 Aug 2024,4198696000000917003,"CRC 10,100.00",CRC 0.00,2024-08-16 09:37:48,1.00,CRC 0.00,CRC,2024-08-16 09:37:48
4198696000008542152,3911,16 Aug 2024,4198696000000917003,"CRC 101,200.00",CRC 0.00,2024-08-16 10:04:31,1.00,CRC 0.00,CRC,2024-08-16 10:04:31
4198696000008542182,3912,16 Aug 2024,4198696000000917003,"CRC 2,300.00",CRC 0.00,2024-08-16 11:04:53,1.00,CRC 0.00,CRC,2024-08-16 11:04:53
4198696000008542212,3913,16 Aug 2024,4198696000000917003,"CRC 53,750.00",CRC 0.00,2024-08-16 11:19:08,1.00,CRC 0.00,CRC,2024-08-16 11:19:08
4198696000008542244,3914,16 Aug 2024,4198696000000917003,"CRC 45,800.00",CRC 0.00,2024-08-16 11:52:21,1.00,CRC 0.00,CRC,2024-08-16 11:52:21
4198696000008542274,3915,16 Aug 2024,4198696000000917003,"CRC 9,000.00",CRC 0.00,2024-08-16 12:21:25,1.00,CRC 0.00,CRC,2024-08-16 12:21:25
4198696000008542304,3916,16 Aug 2024,4198696000000917003,"CRC 34,460.00",CRC 0.00,2024-08-16 13:17:48,1.00,CRC 0.00,CRC,2024-08-16 13:17:48
4198696000008542336,3917,16 Aug 2024,4198696000000917003,"CRC 8,000.00",CRC 0.00,2024-08-16 13:18:27,1.00,CRC 0.00,CRC,2024-08-16 13:18:27
4198696000008542368,3918,16 Aug 2024,4198696000004658001,"CRC 54,300.00",CRC 0.00,2024-08-16 13:19:03,1.00,CRC 0.00,CRC,2024-08-16 13:19:03
4198696000008542400,3919,16 Aug 2024,4198696000000917003,"CRC 2,200.00",CRC 0.00,2024-08-16 13:58:52,1.00,CRC 0.00,CRC,2024-08-16 13:58:52
4198696000008542432,3920,16 Aug 2024,4198696000000917003,"CRC 75,200.00",CRC 0.00,2024-08-16 14:44:40,1.00,CRC 0.00,CRC,2024-08-16 14:44:40
4198696000008542476,3921,16 Aug 2024,4198696000000917003,"CRC 68,700.00",CRC 0.00,2024-08-16 15:30:26,1.00,CRC 0.00,CRC,2024-08-16 15:30:26
4198696000008542506,3922,16 Aug 2024,4198696000000917003,"CRC 38,000.00",CRC 0.00,2024-08-16 16:02:13,1.00,CRC 0.00,CRC,2024-08-16 16:02:13
4198696000008542536,3923,16 Aug 2024,4198696000001138001,"CRC 27,800.00",CRC 0.00,2024-08-16 16:05:52,1.00,CRC 0.00,CRC,2024-08-16 16:05:52
4198696000008542568,3924,16 Aug 2024,4198696000000917003,"CRC 9,200.00",CRC 0.00,2024-08-16 16:06:07,1.00,CRC 0.00,CRC,2024-08-16 16:06:07
4198696000008542598,3925,16 Aug 2024,4198696000001739224,"CRC 11,100.00",CRC 0.00,2024-08-16 16:07:37,1.00,CRC 0.00,CRC,2024-08-16 16:07:37
4198696000008542632,3926,16 Aug 2024,4198696000004658001,"CRC 12,600.00",CRC 0.00,2024-08-16 17:10:42,1.00,CRC 0.00,CRC,2024-08-16 17:10:42
4198696000008542664,3927,16 Aug 2024,4198696000000917003,"CRC 2,500.00",CRC 0.00,2024-08-16 17:14:36,1.00,CRC 0.00,CRC,2024-08-16 17:14:36
4198696000008542694,3928,16 Aug 2024,4198696000004545669,"CRC 28,415.00",CRC 0.00,2024-08-16 17:15:19,1.00,CRC 0.00,CRC,2024-08-16 17:15:19
4198696000008542726,3929,16 Aug 2024,4198696000000917003,"CRC 8,600.00",CRC 0.00,2024-08-16 17:18:09,1.00,CRC 0.00,CRC,2024-08-16 17:18:09
4198696000008542756,3930,16 Aug 2024,4198696000000917003,"CRC 35,000.00",CRC 0.00,2024-08-16 17:34:31,1.00,CRC 0.00,CRC,2024-08-16 17:34:31
4198696000008542788,3931,16 Aug 2024,4198696000000917003,"CRC 5,275.00",CRC 0.00,2024-08-16 17:34:43,1.00,CRC 0.00,CRC,2024-08-16 17:34:43
4198696000008542818,3932,16 Aug 2024,4198696000000917003,"CRC 84,700.00",CRC 0.00,2024-08-16 17:34:57,1.00,CRC 0.00,CRC,2024-08-16 17:34:57
4198696000008542848,3933,16 Aug 2024,4198696000008572552,"CRC 104,000.00",CRC 0.00,2024-08-16 17:46:05,1.00,CRC 0.00,CRC,2024-08-16 17:46:05
4198696000008578059,3934,17 Aug 2024,4198696000000917003,"CRC 8,000.00",CRC 0.00,2024-08-17 09:31:20,1.00,CRC 0.00,CRC,2024-08-17 09:31:20
4198696000008578089,3935,17 Aug 2024,4198696000000917003,"CRC 17,300.00",CRC 0.00,2024-08-17 10:25:29,1.00,CRC 0.00,CRC,2024-08-17 10:25:29
4198696000008578119,3936,17 Aug 2024,4198696000006362929,"CRC 19,380.00",CRC 0.00,2024-08-17 10:40:08,1.00,CRC 0.00,CRC,2024-08-17 10:40:08
4198696000008578155,3937,17 Aug 2024,4198696000004658001,"CRC 25,000.00",CRC 0.00,2024-08-17 10:52:12,1.00,CRC 0.00,CRC,2024-08-17 10:52:12
4198696000008578200,3938,17 Aug 2024,4198696000000917003,"CRC 18,800.00",CRC 0.00,2024-08-17 12:05:28,1.00,CRC 0.00,CRC,2024-08-17 12:05:28
4198696000008578287,3939,17 Aug 2024,4198696000001481001,"CRC 10,400.00",CRC 0.00,2024-08-17 12:17:58,1.00,CRC 0.00,CRC,2024-08-17 12:17:58
4198696000008578319,3940,17 Aug 2024,4198696000004658001,"CRC 6,300.00",CRC 0.00,2024-08-17 12:21:13,1.00,CRC 0.00,CRC,2024-08-17 12:21:13
4198696000008578351,3941,17 Aug 2024,4198696000001743427,"CRC 46,325.00",CRC 0.00,2024-08-17 12:31:38,1.00,CRC 0.00,CRC,2024-08-17 12:31:38
4198696000008578397,3942,17 Aug 2024,4198696000000917003,"CRC 3,200.00",CRC 0.00,2024-08-17 12:49:50,1.00,CRC 0.00,CRC,2024-08-17 12:49:50
4198696000008581146,3943,19 Aug 2024,4198696000001739224,"CRC 19,000.00",CRC 0.00,2024-08-19 09:43:05,1.00,CRC 0.00,CRC,2024-08-19 09:43:05
4198696000008587044,3944,19 Aug 2024,4198696000006622394,"CRC 1,200.00",CRC 0.00,2024-08-19 11:10:50,1.00,CRC 0.00,CRC,2024-08-20 09:55:11
4198696000008587062,3945,19 Aug 2024,4198696000000917003,"CRC 36,700.00",CRC 0.00,2024-08-19 11:12:31,1.00,CRC 0.00,CRC,2024-08-19 11:12:31
4198696000008587096,3946,19 Aug 2024,4198696000006622394,"CRC 74,700.00",CRC 0.00,2024-08-19 11:13:15,1.00,CRC 0.00,CRC,2024-08-19 11:13:15
4198696000008587134,3947,19 Aug 2024,4198696000000917003,"CRC 11,100.00",CRC 0.00,2024-08-19 11:30:12,1.00,CRC 0.00,CRC,2024-08-19 11:30:12
4198696000008587166,3948,19 Aug 2024,4198696000001257097,"CRC 101,800.00",CRC 0.00,2024-08-19 12:09:16,1.00,CRC 0.00,CRC,2024-08-19 12:09:16
4198696000008587200,3949,19 Aug 2024,4198696000000917003,"CRC 80,000.00",CRC 0.00,2024-08-19 12:45:25,1.00,CRC 0.00,CRC,2024-08-19 12:45:25
4198696000008587232,3950,19 Aug 2024,4198696000000917003,CRC 800.00,CRC 0.00,2024-08-19 12:45:55,1.00,CRC 0.00,CRC,2024-08-19 12:45:55
4198696000008587307,3951,19 Aug 2024,4198696000000917003,"CRC 6,100.00",CRC 0.00,2024-08-19 13:44:09,1.00,CRC 0.00,CRC,2024-08-19 13:44:09
4198696000008587339,3952,19 Aug 2024,4198696000000917003,"CRC 11,500.00",CRC 0.00,2024-08-19 14:22:24,1.00,CRC 0.00,CRC,2024-08-19 14:22:24
4198696000008587371,3953,19 Aug 2024,4198696000000917003,"CRC 24,500.00",CRC 0.00,2024-08-19 14:23:23,1.00,CRC 0.00,CRC,2024-08-19 14:23:23
4198696000008587405,3954,19 Aug 2024,4198696000000917003,"CRC 38,000.00",CRC 0.00,2024-08-19 14:55:55,1.00,CRC 0.00,CRC,2024-08-19 14:55:55
4198696000008587435,3955,19 Aug 2024,4198696000000917003,"CRC 30,200.00",CRC 0.00,2024-08-19 15:01:36,1.00,CRC 0.00,CRC,2024-08-19 15:01:36
4198696000008587467,3956,19 Aug 2024,4198696000000917003,"CRC 27,100.00",CRC 0.00,2024-08-19 15:22:25,1.00,CRC 0.00,CRC,2024-08-19 15:22:25
4198696000008587497,3957,19 Aug 2024,4198696000001481001,"CRC 18,000.00",CRC 0.00,2024-08-19 15:23:22,1.00,CRC 0.00,CRC,2024-08-19 15:23:22
4198696000008587574,3958,19 Aug 2024,4198696000000917003,"CRC 4,000.00",CRC 0.00,2024-08-19 16:01:49,1.00,CRC 0.00,CRC,2024-08-19 16:01:49
4198696000008587606,3959,19 Aug 2024,4198696000008590416,"CRC 35,200.00",CRC 0.00,2024-08-19 16:06:53,1.00,CRC 0.00,CRC,2024-08-19 16:06:53
4198696000008587640,3960,19 Aug 2024,4198696000000917003,"CRC 132,300.00",CRC 0.00,2024-08-19 16:08:35,1.00,CRC 0.00,CRC,2024-08-19 16:08:35
4198696000008587698,3961,19 Aug 2024,4198696000000917003,"CRC 7,800.00",CRC 0.00,2024-08-19 16:45:13,1.00,CRC 0.00,CRC,2024-08-19 16:45:13
4198696000008587728,3962,19 Aug 2024,4198696000001996536,"CRC 33,700.00",CRC 0.00,2024-08-19 17:06:36,1.00,CRC 0.00,CRC,2024-08-19 17:06:36
4198696000008587762,3963,19 Aug 2024,4198696000004545669,"CRC 17,200.00",CRC 0.00,2024-08-19 17:15:53,1.00,CRC 0.00,CRC,2024-08-19 17:15:53
4198696000008587796,3964,19 Aug 2024,4198696000000917003,"CRC 38,200.00",CRC 0.00,2024-08-19 17:31:07,1.00,CRC 0.00,CRC,2024-08-19 17:31:07
4198696000008587828,3965,19 Aug 2024,4198696000000917003,"CRC 26,700.00",CRC 0.00,2024-08-19 17:54:13,1.00,CRC 0.00,CRC,2024-08-19 17:54:13
4198696000008622003,3966,20 Aug 2024,4198696000000917003,"CRC 26,700.00",CRC 0.00,2024-08-20 09:07:59,1.00,CRC 0.00,CRC,2024-08-20 09:07:59
4198696000008622045,3967,20 Aug 2024,4198696000008615059,"CRC 6,540.00",CRC 0.00,2024-08-20 09:36:20,1.00,CRC 0.00,CRC,2024-08-20 09:36:20
4198696000008622119,3968,20 Aug 2024,4198696000006622394,CRC 800.00,CRC 0.00,2024-08-20 09:55:42,1.00,CRC 0.00,CRC,2024-08-20 09:55:42
4198696000008622230,3969,20 Aug 2024,4198696000000917003,"CRC 2,200.00",CRC 0.00,2024-08-20 10:08:41,1.00,CRC 0.00,CRC,2024-08-20 10:08:41
4198696000008622262,3970,20 Aug 2024,4198696000005159361,"CRC 58,600.00",CRC 0.00,2024-08-20 10:15:41,1.00,CRC 0.00,CRC,2024-08-20 10:15:41
4198696000008622298,3971,20 Aug 2024,4198696000006802292,"CRC 5,875.00",CRC 0.00,2024-08-20 11:24:24,1.00,CRC 0.00,CRC,2024-08-20 11:24:24
4198696000008622338,3972,20 Aug 2024,4198696000001481001,"CRC 11,000.00",CRC 0.00,2024-08-20 11:30:41,1.00,CRC 0.00,CRC,2024-08-20 11:30:41
4198696000008622370,3973,20 Aug 2024,4198696000006802292,"CRC 20,000.00",CRC 0.00,2024-08-20 11:34:09,1.00,CRC 0.00,CRC,2024-08-20 11:34:09
4198696000008622408,3974,20 Aug 2024,4198696000006249001,"CRC 39,000.00",CRC 0.00,2024-08-20 11:50:26,1.00,CRC 0.00,CRC,2024-08-20 11:50:26
4198696000008622444,3975,20 Aug 2024,4198696000000917003,"CRC 24,200.00",CRC 0.00,2024-08-20 12:22:10,1.00,CRC 0.00,CRC,2024-08-20 12:22:10
4198696000008622551,3976,20 Aug 2024,4198696000000917003,"CRC 3,300.00",CRC 0.00,2024-08-20 12:51:28,1.00,CRC 0.00,CRC,2024-08-20 12:51:28
4198696000008622583,3977,20 Aug 2024,4198696000000917003,"CRC 101,200.00",CRC 0.00,2024-08-20 13:46:53,1.00,CRC 0.00,CRC,2024-08-20 13:46:53
4198696000008622680,3978,20 Aug 2024,4198696000000917003,"CRC 13,500.00",CRC 0.00,2024-08-20 14:04:31,1.00,CRC 0.00,CRC,2024-08-20 14:04:31
4198696000008622766,3979,20 Aug 2024,4198696000003839073,"CRC 4,000.00",CRC 0.00,2024-08-20 14:39:05,1.00,CRC 0.00,CRC,2024-08-27 17:45:06
4198696000008622798,3980,20 Aug 2024,4198696000000917003,"CRC 30,000.00",CRC 0.00,2024-08-20 15:34:01,1.00,CRC 0.00,CRC,2024-08-20 15:34:01
4198696000008622857,3981,20 Aug 2024,4198696000000917003,"CRC 25,300.00",CRC 0.00,2024-08-20 15:49:03,1.00,CRC 0.00,CRC,2024-08-20 15:49:03
4198696000008622889,3982,20 Aug 2024,4198696000009942227,"CRC 32,300.00",CRC 0.00,2024-08-20 15:50:06,1.00,CRC 0.00,CRC,2025-04-02 14:41:40
4198696000008622923,3983,20 Aug 2024,4198696000006802292,"CRC 27,400.00",CRC 0.00,2024-08-20 15:50:48,1.00,CRC 0.00,CRC,2024-08-20 15:50:48
4198696000008640105,3984,20 Aug 2024,4198696000000917003,"CRC 2,300.00",CRC 0.00,2024-08-20 16:31:35,1.00,CRC 0.00,CRC,2024-08-20 16:31:35
4198696000008640144,3985,20 Aug 2024,4198696000000917003,"CRC 18,400.00",CRC 0.00,2024-08-20 16:41:26,1.00,CRC 0.00,CRC,2024-08-20 16:41:26
4198696000008640313,3986,20 Aug 2024,4198696000003835339,"CRC 10,070.00",CRC 0.00,2024-08-20 16:56:19,1.00,CRC 0.00,CRC,2024-08-20 16:56:19
4198696000008640347,3987,20 Aug 2024,4198696000003835339,"CRC 5,600.00",CRC 0.00,2024-08-20 16:57:38,1.00,CRC 0.00,CRC,2024-08-20 16:57:38
4198696000008640381,3988,20 Aug 2024,4198696000008411578,"CRC 1,100.00",CRC 0.00,2024-08-20 16:58:18,1.00,CRC 0.00,CRC,2024-08-20 16:58:18
4198696000008640419,3989,20 Aug 2024,4198696000004658001,"CRC 40,000.00",CRC 0.00,2024-08-20 17:07:10,1.00,CRC 0.00,CRC,2024-08-20 17:07:10
4198696000008640457,3990,20 Aug 2024,4198696000000917003,"CRC 10,000.00",CRC 0.00,2024-08-20 17:30:51,1.00,CRC 0.00,CRC,2024-08-20 17:30:51
4198696000008640489,3991,20 Aug 2024,4198696000000917003,"CRC 6,200.00",CRC 0.00,2024-08-20 17:33:43,1.00,CRC 0.00,CRC,2024-08-20 17:33:43
4198696000008640540,3992,20 Aug 2024,4198696000000917003,"CRC 54,450.00",CRC 0.00,2024-08-20 17:42:09,1.00,CRC 0.00,CRC,2024-08-21 09:50:44
4198696000008640574,3993,20 Aug 2024,4198696000000917003,"CRC 2,970.00",CRC 0.00,2024-08-20 17:46:42,1.00,CRC 0.00,CRC,2024-08-20 17:46:42
4198696000008660003,3994,21 Aug 2024,4198696000000917003,"CRC 9,600.00",CRC 0.00,2024-08-21 09:20:04,1.00,CRC 0.00,CRC,2024-08-21 09:20:04
4198696000008660043,3995,20 Aug 2024,4198696000004270001,"CRC 9,000.00",CRC 0.00,2024-08-21 10:20:22,1.00,CRC 0.00,CRC,2024-08-21 10:20:22
4198696000008660121,3996,21 Aug 2024,4198696000000917003,"CRC 8,200.00",CRC 0.00,2024-08-21 11:21:55,1.00,CRC 0.00,CRC,2024-08-21 11:21:55
4198696000008660153,3997,21 Aug 2024,4198696000000917003,"CRC 8,000.00",CRC 0.00,2024-08-21 11:27:33,1.00,CRC 0.00,CRC,2024-08-21 11:27:33
4198696000008660185,3998,21 Aug 2024,4198696000000917003,"CRC 15,000.00",CRC 0.00,2024-08-21 11:29:05,1.00,CRC 0.00,CRC,2024-08-21 11:29:05
4198696000008660219,3999,21 Aug 2024,4198696000002797895,"CRC 23,900.00",CRC 0.00,2024-08-21 11:30:42,1.00,CRC 0.00,CRC,2024-08-22 15:41:09
4198696000008660263,4000,21 Aug 2024,4198696000003839073,"CRC 26,800.00",CRC 0.00,2024-08-21 11:59:12,1.00,CRC 0.00,CRC,2024-08-21 11:59:12
4198696000008660297,4001,21 Aug 2024,4198696000000917003,"CRC 41,600.00",CRC 0.00,2024-08-21 12:31:56,1.00,CRC 0.00,CRC,2024-08-21 12:31:56
4198696000008660343,4002,21 Aug 2024,4198696000008163302,"CRC 53,400.00",CRC 0.00,2024-08-21 12:47:17,1.00,CRC 0.00,CRC,2024-08-21 12:47:17
4198696000008660381,4003,21 Aug 2024,4198696000000917003,"CRC 17,900.00",CRC 0.00,2024-08-21 12:49:02,1.00,CRC 0.00,CRC,2024-08-21 12:49:02
4198696000008660413,4004,21 Aug 2024,4198696000000917003,"CRC 66,800.00",CRC 0.00,2024-08-21 13:21:47,1.00,CRC 0.00,CRC,2024-08-21 13:21:47
4198696000008660445,4005,21 Aug 2024,4198696000003835339,"CRC 3,400.00",CRC 0.00,2024-08-21 13:53:01,1.00,CRC 0.00,CRC,2024-08-21 13:53:01
4198696000008660479,4006,21 Aug 2024,4198696000003835339,"CRC 25,800.00",CRC 0.00,2024-08-21 13:53:19,1.00,CRC 0.00,CRC,2024-08-21 13:53:19
4198696000008660539,4007,21 Aug 2024,4198696000006802292,"CRC 45,400.00",CRC 0.00,2024-08-21 14:08:17,1.00,CRC 0.00,CRC,2024-08-21 14:08:17
4198696000008660579,4008,21 Aug 2024,4198696000004658001,"CRC 26,400.00",CRC 0.00,2024-08-21 15:44:13,1.00,CRC 0.00,CRC,2024-08-21 15:44:13
4198696000008660613,4009,21 Aug 2024,4198696000000917003,"CRC 4,500.00",CRC 0.00,2024-08-21 16:07:33,1.00,CRC 0.00,CRC,2024-08-21 16:07:33
4198696000008660643,4010,21 Aug 2024,4198696000003839073,"CRC 2,400.00",CRC 0.00,2024-08-21 16:18:18,1.00,CRC 0.00,CRC,2024-08-21 16:18:18
4198696000008660677,4011,21 Aug 2024,4198696000000917003,"CRC 99,300.00",CRC 0.00,2024-08-21 16:34:26,1.00,CRC 0.00,CRC,2024-08-21 16:34:26
4198696000008660709,4012,21 Aug 2024,4198696000000917003,"CRC 12,800.00",CRC 0.00,2024-08-21 16:42:12,1.00,CRC 0.00,CRC,2024-08-21 16:42:12
4198696000008660741,4013,21 Aug 2024,4198696000004658001,"CRC 27,400.00",CRC 0.00,2024-08-21 16:45:14,1.00,CRC 0.00,CRC,2024-08-21 16:45:14
4198696000008660775,4014,21 Aug 2024,4198696000000917003,"CRC 12,000.00",CRC 0.00,2024-08-21 17:47:19,1.00,CRC 0.00,CRC,2024-08-21 17:47:19
4198696000008661469,4015,21 Aug 2024,4198696000000917003,"CRC 71,800.00",CRC 0.00,2024-08-21 18:01:24,1.00,CRC 0.00,CRC,2024-08-21 18:01:24
4198696000008661503,4016,21 Aug 2024,4198696000000917003,"CRC 26,200.00",CRC 0.00,2024-08-21 18:10:42,1.00,CRC 0.00,CRC,2024-08-21 18:10:42
4198696000008713056,4017,22 Aug 2024,4198696000000917003,"CRC 10,400.00",CRC 0.00,2024-08-22 09:49:53,1.00,CRC 0.00,CRC,2024-08-22 09:49:53
4198696000008713135,4018,22 Aug 2024,4198696000000917003,"CRC 1,400.00",CRC 0.00,2024-08-22 09:56:17,1.00,CRC 0.00,CRC,2024-08-22 09:56:17
4198696000008713212,4019,22 Aug 2024,4198696000000917003,"CRC 41,990.00",CRC 0.00,2024-08-22 10:04:16,1.00,CRC 0.00,CRC,2024-08-22 10:04:16
4198696000008713244,4020,22 Aug 2024,4198696000000917003,"CRC 55,050.00",CRC 0.00,2024-08-22 10:08:55,1.00,CRC 0.00,CRC,2024-08-22 10:08:55
4198696000008713530,4021,22 Aug 2024,4198696000001743427,"CRC 29,485.00",CRC 0.00,2024-08-22 11:29:55,1.00,CRC 0.00,CRC,2024-08-22 11:29:55
4198696000008726003,4022,22 Aug 2024,4198696000000917003,"CRC 27,000.00",CRC 0.00,2024-08-22 12:00:41,1.00,CRC 0.00,CRC,2024-08-22 12:00:41
4198696000008726130,4023,22 Aug 2024,4198696000000917003,"CRC 25,200.00",CRC 0.00,2024-08-22 12:19:45,1.00,CRC 0.00,CRC,2024-08-22 12:19:45
4198696000008726162,4024,22 Aug 2024,4198696000000917003,"CRC 62,600.00",CRC 0.00,2024-08-22 12:21:07,1.00,CRC 0.00,CRC,2024-08-22 12:21:07
4198696000008726292,4025,22 Aug 2024,4198696000000917003,"CRC 40,000.00",CRC 0.00,2024-08-22 12:56:37,1.00,CRC 0.00,CRC,2024-08-22 12:56:37
4198696000008726428,4026,22 Aug 2024,4198696000000917003,"CRC 23,000.00",CRC 0.00,2024-08-22 13:27:39,1.00,CRC 0.00,CRC,2024-08-22 16:00:10
4198696000008726460,4027,22 Aug 2024,4198696000000917003,"CRC 35,150.00",CRC 0.00,2024-08-22 13:30:57,1.00,CRC 0.00,CRC,2024-08-22 13:30:57
4198696000008726622,4028,22 Aug 2024,4198696000006540124,"CRC 38,200.00",CRC 0.00,2024-08-22 13:45:35,1.00,CRC 0.00,CRC,2024-08-22 13:45:35
4198696000008726660,4029,22 Aug 2024,4198696000006540124,"CRC 7,700.00",CRC 0.00,2024-08-22 13:45:52,1.00,CRC 0.00,CRC,2024-08-22 13:45:52
4198696000008726791,4030,22 Aug 2024,4198696000008732156,"CRC 84,200.00",CRC 0.00,2024-08-22 13:54:19,1.00,CRC 0.00,CRC,2024-08-22 13:54:19
4198696000008726823,4031,22 Aug 2024,4198696000000917003,"CRC 38,200.00",CRC 0.00,2024-08-22 13:59:03,1.00,CRC 0.00,CRC,2024-08-22 13:59:03
4198696000008726855,4032,22 Aug 2024,4198696000000917003,"CRC 19,000.00",CRC 0.00,2024-08-22 14:04:14,1.00,CRC 0.00,CRC,2024-08-22 14:04:14
4198696000008726887,4033,22 Aug 2024,4198696000000917003,"CRC 1,200.00",CRC 0.00,2024-08-22 14:13:07,1.00,CRC 0.00,CRC,2024-08-22 14:13:07
4198696000008726969,4034,22 Aug 2024,4198696000000917003,"CRC 14,700.00",CRC 0.00,2024-08-22 14:44:48,1.00,CRC 0.00,CRC,2024-08-22 14:44:48
4198696000008741041,4038,22 Aug 2024,4198696000000917003,CRC 100.00,CRC 0.00,2024-08-22 16:00:58,1.00,CRC 0.00,CRC,2024-08-22 16:00:58
4198696000008761001,4035,22 Aug 2024,4198696000000917003,"CRC 16,000.00",CRC 0.00,2024-08-22 14:45:37,1.00,CRC 0.00,CRC,2024-08-22 14:45:37
4198696000008761070,4036,22 Aug 2024,4198696000000917003,"CRC 1,200.00",CRC 0.00,2024-08-22 15:10:45,1.00,CRC 0.00,CRC,2024-08-22 15:10:45
4198696000008761100,4037,22 Aug 2024,4198696000002797895,"CRC 12,800.00",CRC 0.00,2024-08-22 15:41:03,1.00,CRC 0.00,CRC,2024-08-22 15:41:03
4198696000008761297,4039,22 Aug 2024,4198696000008732156,"CRC 2,000.00",CRC 0.00,2024-08-22 16:08:25,1.00,CRC 0.00,CRC,2024-08-22 16:08:25
4198696000008761423,4040,22 Aug 2024,4198696000000917003,"CRC 4,750.00",CRC 0.00,2024-08-22 16:58:50,1.00,CRC 0.00,CRC,2024-08-22 16:58:50
4198696000008761500,4041,22 Aug 2024,4198696000000917003,"CRC 28,500.00",CRC 0.00,2024-08-22 17:20:53,1.00,CRC 0.00,CRC,2024-08-22 17:20:53
4198696000008761632,4042,22 Aug 2024,4198696000000917003,"CRC 2,500.00",CRC 0.00,2024-08-22 18:15:09,1.00,CRC 0.00,CRC,2024-08-22 18:15:09
4198696000008788075,4043,23 Aug 2024,4198696000000917003,"CRC 8,900.00",CRC 0.00,2024-08-23 10:07:40,1.00,CRC 0.00,CRC,2024-08-23 10:07:40
4198696000008788107,4044,23 Aug 2024,4198696000008311601,"CRC 33,500.00",CRC 0.00,2024-08-23 10:12:56,1.00,CRC 0.00,CRC,2024-08-23 10:12:56
4198696000008788188,4045,23 Aug 2024,4198696000000917003,"CRC 12,500.00",CRC 0.00,2024-08-23 11:02:52,1.00,CRC 0.00,CRC,2024-08-23 11:02:52
4198696000008788430,4046,23 Aug 2024,4198696000008784098,"CRC 8,645.00",CRC 0.00,2024-08-23 11:38:46,1.00,CRC 0.00,CRC,2024-08-23 11:38:46
4198696000008788470,4047,23 Aug 2024,4198696000000917003,"CRC 26,200.00",CRC 0.00,2024-08-23 11:44:09,1.00,CRC 0.00,CRC,2024-08-23 11:44:09
4198696000008788502,4048,23 Aug 2024,4198696000006249001,"CRC 40,600.00",CRC 0.00,2024-08-23 11:59:56,1.00,CRC 0.00,CRC,2024-08-23 11:59:56
4198696000008788658,4049,23 Aug 2024,4198696000000917003,"CRC 52,000.00",CRC 0.00,2024-08-23 12:31:35,1.00,CRC 0.00,CRC,2024-08-23 12:31:35
4198696000008788699,4050,23 Aug 2024,4198696000000917003,CRC 800.00,CRC 0.00,2024-08-23 12:58:44,1.00,CRC 0.00,CRC,2024-08-23 12:58:44
4198696000008788993,4051,23 Aug 2024,4198696000000917003,"CRC 18,200.00",CRC 0.00,2024-08-23 13:19:15,1.00,CRC 0.00,CRC,2024-08-23 13:19:15
4198696000008804038,4052,23 Aug 2024,4198696000001743427,"CRC 60,020.00",CRC 0.00,2024-08-23 13:59:29,1.00,CRC 0.00,CRC,2024-08-23 13:59:29
4198696000008804074,4053,23 Aug 2024,4198696000000917003,"CRC 22,200.00",CRC 0.00,2024-08-23 13:59:50,1.00,CRC 0.00,CRC,2024-08-23 13:59:50
4198696000008804178,4054,23 Aug 2024,4198696000000917003,"CRC 28,750.00",CRC 0.00,2024-08-23 14:40:33,1.00,CRC 0.00,CRC,2024-08-23 14:40:33
4198696000008804212,4055,23 Aug 2024,4198696000000917003,"CRC 17,050.00",CRC 0.00,2024-08-23 14:41:09,1.00,CRC 0.00,CRC,2024-08-23 14:41:09
4198696000008804355,4056,23 Aug 2024,4198696000003839073,"CRC 20,300.00",CRC 0.00,2024-08-23 15:28:23,1.00,CRC 0.00,CRC,2024-08-23 15:28:23
4198696000008804389,4057,23 Aug 2024,4198696000003839073,CRC 365.00,CRC 0.00,2024-08-23 15:28:44,1.00,CRC 0.00,CRC,2024-08-23 15:28:44
4198696000008804486,4058,23 Aug 2024,4198696000008784316,"CRC 92,910.00",CRC 0.00,2024-08-23 16:24:02,1.00,CRC 0.00,CRC,2024-08-23 16:24:02
4198696000008804656,4059,23 Aug 2024,4198696000000917003,"CRC 14,100.00",CRC 0.00,2024-08-23 16:37:55,1.00,CRC 0.00,CRC,2024-08-23 16:37:55
4198696000008804692,4060,23 Aug 2024,4198696000000917003,"CRC 176,900.00",CRC 0.00,2024-08-23 17:44:03,1.00,CRC 0.00,CRC,2024-08-23 17:44:03
4198696000008804776,4061,23 Aug 2024,4198696000000917003,"CRC 19,600.00",CRC 0.00,2024-08-23 17:57:19,1.00,CRC 0.00,CRC,2024-08-23 17:57:19
4198696000008804831,4062,24 Aug 2024,4198696000001138001,"CRC 16,815.00",CRC 0.00,2024-08-24 09:40:42,1.00,CRC 0.00,CRC,2024-08-24 09:40:42
4198696000008804949,4063,24 Aug 2024,4198696000000917003,"CRC 30,600.00",CRC 0.00,2024-08-24 11:01:37,1.00,CRC 0.00,CRC,2024-08-24 11:01:37
4198696000008809110,4064,24 Aug 2024,4198696000000917003,"CRC 1,500.00",CRC 0.00,2024-08-24 11:38:44,1.00,CRC 0.00,CRC,2024-08-24 11:38:44
